year,n,pf,ev,pnl
2020,1,0.0,-0.2348243697420216,-0.2348243697420216
2021,11,1.9178985012544845,0.2714509347117978,2.985960281829776
2022,16,1.5885444934258248,0.2691862647060743,4.306980235297189
2023,19,1.7276971815003268,0.2053214127185941,3.901106841653288
2024,25,0.7787376387824257,-0.07468060631223182,-1.8670151578057954
2025,19,2.0142205172261676,0.22764857666733088,4.325322956679287
2026,8,3.9034550544708275,0.9088510294535679,7.270808235628543
