entry,thr,n,wr,pf0,ev0,test_pf0,avg_stop_pct,pos_years,pf_0.02,test_pf_0.02,pf_0.05,test_pf_0.05,pf_0.1,test_pf_0.1
next_open,0.5,81,19.753086419753085,0.8303573583072562,-0.053274576687758264,0.4428394713184045,0.5680592122416624,2/6,0.7780159599973475,0.41039846936682406,0.7083985596323235,0.36802266834380715,0.612147849073584,0.310323246403435
next_open,0.6,19,21.052631578947366,1.3161758767062688,0.10117186384954903,0.47829423607212634,0.6236777265510449,3/6,1.241744447538351,0.44914114067475347,1.1423577154831488,0.4098256675724249,1.0029247588875447,0.35391247768477485
next_open,0.7,3,33.33333333333333,1.7514398578711246,0.190065251479164,0.0,0.5147882405231655,1/3,1.638699352528131,0.0,1.4892800153337284,0.0,1.2818049207520732,0.0
cross_typical,0.5,87,20.689655172413794,0.9860915137210609,-0.004295112385099203,0.4212665124049751,0.5589735491236711,2/6,0.9251708459791164,0.3901383923069945,0.8441888890463404,0.34957412549322825,0.7312831412245309,0.29451649648135697
cross_typical,0.6,23,21.73913043478261,1.1076498085215314,0.03528895250797449,0.39068264964440796,0.6413690662922066,3/6,1.0445139014667386,0.3673362871902358,0.9599091678101419,0.3357672074638728,0.8406419803483933,0.29070275130877293
cross_typical,0.7,4,25.0,0.9778820925240235,-0.007315094492689411,3.375808081638697,0.5546074910839912,1/4,0.9209933897855013,3.1587632001050276,0.8443504864647301,2.870771435396,0.7355023570596434,2.470250309833997
