year,n,pf,ev,pnl
2021,13,0.47950396941079987,-0.1800797540334134,-2.341036802434374
2022,10,0.23205702878846993,-0.3479162204001497,-3.479162204001497
2023,22,2.1824161569660534,0.3000790249384686,6.60173854864631
2024,26,0.9356892050459213,-0.020496798774850333,-0.5329167681461087
2025,14,1.1425480245769633,0.02982139143524825,0.4174994800934755
2026,2,0.0,-0.5198985158307181,-1.0397970316614362
