trade_key,signal_time,entry_time,dir,mode,stage,entry,stop,stop_distance,exit_time,exit_price,exit_reason,pnl_points
2025.04.22 14:00:00|S|S3,2025-04-22 14:00:00,2025-04-22 14:00:00,S,post_n3,3,3418.729,3450.804,32.07500000000027,2025-04-24 00:00:00,3334.653,M30 merged cross,84.07600000000002
2025.04.22 14:30:00|S|S1,2025-04-22 14:30:00,2025-04-22 14:30:00,S,post_n4,1,3432.128,3449.371,17.242999999999938,2025-04-22 16:00:00,3406.2635,1.5R TP,25.864499999999907
2025.04.22 14:30:00|S|S2,2025-04-22 14:30:00,2025-04-22 14:30:00,S,post_n4,2,3432.128,3449.371,17.242999999999938,2025-04-22 22:00:00,3363.1560000000004,4.0R forced,68.97199999999975
2025.04.22 14:30:00|S|S3,2025-04-22 14:30:00,2025-04-22 14:30:00,S,post_n4,3,3432.128,3449.371,17.242999999999938,2025-04-24 00:00:00,3334.653,M30 merged cross,97.47500000000036
2025.04.25 04:00:00|S|S1,2025-04-25 04:00:00,2025-04-25 04:00:00,S,pre_cross,1,3323.681,3344.995,21.31399999999985,2025-04-25 05:30:00,3291.71,1.5R TP,31.970999999999776
2025.04.25 04:00:00|S|S2,2025-04-25 04:00:00,2025-04-25 04:00:00,S,pre_cross,2,3323.681,3344.995,21.31399999999985,2025-04-25 18:00:00,3295.770190158184,trail/SL hit,27.91080984181599
2025.04.25 04:00:00|S|S3,2025-04-25 04:00:00,2025-04-25 04:00:00,S,pre_cross,3,3323.681,3344.995,21.31399999999985,2025-04-25 20:30:00,3318.798,M30 merged cross,4.883000000000266
2025.04.25 04:30:00|S|S1,2025-04-25 04:30:00,2025-04-25 04:30:00,S,cross,1,3323.881,3344.995,21.114000000000033,2025-04-25 05:30:00,3292.21,1.5R TP,31.67100000000005
2025.04.25 04:30:00|S|S2,2025-04-25 04:30:00,2025-04-25 04:30:00,S,cross,2,3323.881,3344.995,21.114000000000033,2025-04-25 18:00:00,3295.770190158184,trail/SL hit,28.110809841815808
2025.04.25 04:30:00|S|S3,2025-04-25 04:30:00,2025-04-25 04:30:00,S,cross,3,3323.881,3344.995,21.114000000000033,2025-04-25 20:30:00,3318.798,M30 merged cross,5.083000000000084
2025.04.25 05:00:00|S|S1,2025-04-25 05:00:00,2025-04-25 05:00:00,S,post_n2,1,3324.835,3340.544,15.708999999999833,2025-04-25 05:30:00,3301.2715000000003,1.5R TP,23.56349999999975
2025.04.25 05:00:00|S|S2,2025-04-25 05:00:00,2025-04-25 05:00:00,S,post_n2,2,3324.835,3340.544,15.708999999999833,2025-04-25 18:00:00,3295.770190158184,trail/SL hit,29.064809841815986
2025.04.25 05:00:00|S|S3,2025-04-25 05:00:00,2025-04-25 05:00:00,S,post_n2,3,3324.835,3340.544,15.708999999999833,2025-04-25 20:30:00,3318.798,M30 merged cross,6.037000000000262
2025.04.25 05:30:00|S|S1,2025-04-25 05:30:00,2025-04-25 05:30:00,S,post_n3,1,3319.127,3338.898,19.771000000000186,2025-04-25 05:30:00,3289.4704999999994,1.5R TP,29.65650000000028
2025.04.25 05:30:00|S|S2,2025-04-25 05:30:00,2025-04-25 05:30:00,S,post_n3,2,3319.127,3338.898,19.771000000000186,2025-04-25 18:00:00,3295.770190158184,trail/SL hit,23.356809841815902
2025.04.25 05:30:00|S|S3,2025-04-25 05:30:00,2025-04-25 05:30:00,S,post_n3,3,3319.127,3338.898,19.771000000000186,2025-04-25 20:30:00,3318.798,M30 merged cross,0.32900000000017826
2025.04.29 04:00:00|S|S1,2025-04-29 04:00:00,2025-04-29 04:00:00,S,post_n2,1,3316.057,3326.099,10.042000000000371,2025-04-29 12:00:00,3300.9939999999992,1.5R TP,15.063000000000557
2025.04.29 04:00:00|S|S2,2025-04-29 04:00:00,2025-04-29 04:00:00,S,post_n2,2,3316.057,3326.099,10.042000000000371,2025-04-29 13:00:00,3316.6008637958557,trail/SL hit,-0.5438637958559411
2025.04.29 04:00:00|S|S3,2025-04-29 04:00:00,2025-04-29 04:00:00,S,post_n2,3,3316.057,3326.099,10.042000000000371,2025-04-29 16:30:00,3326.099,SL hit,-10.042000000000371
2025.04.29 04:30:00|S|S1,2025-04-29 04:30:00,2025-04-29 04:30:00,S,post_n3,1,3316.049,3325.327,9.278000000000247,2025-04-29 12:00:00,3302.1319999999996,1.5R TP,13.917000000000371
2025.04.29 04:30:00|S|S2,2025-04-29 04:30:00,2025-04-29 04:30:00,S,post_n3,2,3316.049,3325.327,9.278000000000247,2025-04-29 13:00:00,3316.6008637958557,trail/SL hit,-0.551863795855752
2025.04.29 04:30:00|S|S3,2025-04-29 04:30:00,2025-04-29 04:30:00,S,post_n3,3,3316.049,3325.327,9.278000000000247,2025-04-29 16:30:00,3325.327,SL hit,-9.278000000000247
2025.04.29 05:00:00|S|S1,2025-04-29 05:00:00,2025-04-29 05:00:00,S,post_n4,1,3309.345,3324.1,14.75500000000011,2025-04-29 08:00:00,3324.1,SL hit,-14.75500000000011
2025.04.29 05:00:00|S|S2,2025-04-29 05:00:00,2025-04-29 05:00:00,S,post_n4,2,3309.345,3324.1,14.75500000000011,2025-04-29 08:00:00,3324.1,trail/SL hit,-14.75500000000011
2025.04.29 05:00:00|S|S3,2025-04-29 05:00:00,2025-04-29 05:00:00,S,post_n4,3,3309.345,3324.1,14.75500000000011,2025-04-29 08:00:00,3324.1,SL hit,-14.75500000000011
2025.05.07 02:00:00|S|S1,2025-05-07 02:00:00,2025-05-07 02:00:00,S,post_n2,1,3374.739,3391.456,16.7170000000001,2025-05-07 02:00:00,3391.456,SL hit,-16.7170000000001
2025.05.07 02:00:00|S|S2,2025-05-07 02:00:00,2025-05-07 02:00:00,S,post_n2,2,3374.739,3391.456,16.7170000000001,2025-05-07 02:00:00,3391.456,trail/SL hit,-16.7170000000001
2025.05.07 02:00:00|S|S3,2025-05-07 02:00:00,2025-05-07 02:00:00,S,post_n2,3,3374.739,3391.456,16.7170000000001,2025-05-07 02:00:00,3391.456,SL hit,-16.7170000000001
2025.05.07 02:30:00|S|S1,2025-05-07 02:30:00,2025-05-07 02:30:00,S,post_n3,1,3385.789,3391.018,5.2289999999998145,2025-05-07 02:30:00,3391.018,SL hit,-5.2289999999998145
2025.05.07 02:30:00|S|S2,2025-05-07 02:30:00,2025-05-07 02:30:00,S,post_n3,2,3385.789,3391.018,5.2289999999998145,2025-05-07 02:30:00,3391.018,trail/SL hit,-5.2289999999998145
2025.05.07 02:30:00|S|S3,2025-05-07 02:30:00,2025-05-07 02:30:00,S,post_n3,3,3385.789,3391.018,5.2289999999998145,2025-05-07 02:30:00,3391.018,SL hit,-5.2289999999998145
2025.05.08 05:00:00|S|S1,2025-05-08 05:00:00,2025-05-08 05:00:00,S,pre_cross,1,3382.174,3387.712,5.538000000000011,2025-05-08 05:00:00,3373.867,1.5R TP,8.307000000000016
2025.05.08 05:00:00|S|S2,2025-05-08 05:00:00,2025-05-08 05:00:00,S,pre_cross,2,3382.174,3387.712,5.538000000000011,2025-05-08 05:30:00,3360.022,4.0R forced,22.152000000000044
2025.05.08 05:00:00|S|S3,2025-05-08 05:00:00,2025-05-08 05:00:00,S,pre_cross,3,3382.174,3387.712,5.538000000000011,2025-05-09 06:30:00,3325.496,M30 merged cross,56.677999999999884
2025.05.08 06:00:00|S|S1,2025-05-08 06:00:00,2025-05-08 06:00:00,S,cross,1,3355.442,3387.712,32.26999999999998,2025-05-08 16:00:00,3307.0370000000003,1.5R TP,48.40499999999997
2025.05.08 06:00:00|S|S2,2025-05-08 06:00:00,2025-05-08 06:00:00,S,cross,2,3355.442,3387.712,32.26999999999998,2025-05-09 04:00:00,3314.680582841834,trail/SL hit,40.76141715816584
2025.05.08 06:00:00|S|S3,2025-05-08 06:00:00,2025-05-08 06:00:00,S,cross,3,3355.442,3387.712,32.26999999999998,2025-05-09 06:30:00,3325.496,M30 merged cross,29.945999999999913
2025.05.13 05:00:00|L|S1,2025-05-13 05:00:00,2025-05-13 05:00:00,L,cross,1,3252.551,3234.481,18.06999999999971,2025-05-13 13:30:00,3234.481,SL hit,-18.06999999999971
2025.05.13 05:00:00|L|S2,2025-05-13 05:00:00,2025-05-13 05:00:00,L,cross,2,3252.551,3234.481,18.06999999999971,2025-05-13 13:30:00,3234.481,trail/SL hit,-18.06999999999971
2025.05.13 05:00:00|L|S3,2025-05-13 05:00:00,2025-05-13 05:00:00,L,cross,3,3252.551,3234.481,18.06999999999971,2025-05-13 13:30:00,3234.481,SL hit,-18.06999999999971
2025.05.13 05:30:00|L|S1,2025-05-13 05:30:00,2025-05-13 05:30:00,L,post_n2,1,3257.807,3237.96,19.846999999999753,2025-05-13 12:00:00,3237.96,SL hit,-19.846999999999753
2025.05.13 05:30:00|L|S2,2025-05-13 05:30:00,2025-05-13 05:30:00,L,post_n2,2,3257.807,3237.96,19.846999999999753,2025-05-13 12:00:00,3237.96,trail/SL hit,-19.846999999999753
2025.05.13 05:30:00|L|S3,2025-05-13 05:30:00,2025-05-13 05:30:00,L,post_n2,3,3257.807,3237.96,19.846999999999753,2025-05-13 12:00:00,3237.96,SL hit,-19.846999999999753
2025.05.15 11:30:00|L|S1,2025-05-15 11:30:00,2025-05-15 11:30:00,L,cross,1,3175.961,3161.032,14.928999999999633,2025-05-15 13:00:00,3198.3544999999995,1.5R TP,22.39349999999945
2025.05.15 11:30:00|L|S2,2025-05-15 11:30:00,2025-05-15 11:30:00,L,cross,2,3175.961,3161.032,14.928999999999633,2025-05-15 20:00:00,3235.6769999999983,4.0R forced,59.71599999999853
2025.05.15 11:30:00|L|S3,2025-05-15 11:30:00,2025-05-15 11:30:00,L,cross,3,3175.961,3161.032,14.928999999999633,2025-05-16 05:30:00,3218.54,M30 merged cross,42.57900000000018
2025.05.15 12:00:00|L|S1,2025-05-15 12:00:00,2025-05-15 12:00:00,L,post_n2,1,3179.141,3166.103,13.038000000000011,2025-05-15 13:00:00,3198.6980000000003,1.5R TP,19.557000000000016
2025.05.15 12:00:00|L|S2,2025-05-15 12:00:00,2025-05-15 12:00:00,L,post_n2,2,3179.141,3166.103,13.038000000000011,2025-05-15 19:30:00,3231.293,4.0R forced,52.152000000000044
2025.05.15 12:00:00|L|S3,2025-05-15 12:00:00,2025-05-15 12:00:00,L,post_n2,3,3179.141,3166.103,13.038000000000011,2025-05-16 05:30:00,3218.54,M30 merged cross,39.39899999999989
2025.05.15 12:30:00|L|S1,2025-05-15 12:30:00,2025-05-15 12:30:00,L,post_n3,1,3182.596,3167.374,15.222000000000207,2025-05-15 14:00:00,3205.429,1.5R TP,22.83300000000031
2025.05.15 12:30:00|L|S2,2025-05-15 12:30:00,2025-05-15 12:30:00,L,post_n3,2,3182.596,3167.374,15.222000000000207,2025-05-15 22:00:00,3243.484000000001,4.0R forced,60.88800000000083
2025.05.15 12:30:00|L|S3,2025-05-15 12:30:00,2025-05-15 12:30:00,L,post_n3,3,3182.596,3167.374,15.222000000000207,2025-05-16 05:30:00,3218.54,M30 merged cross,35.94399999999996
2025.05.15 13:00:00|L|S1,2025-05-15 13:00:00,2025-05-15 13:00:00,L,post_n4,1,3188.83,3169.023,19.80699999999979,2025-05-15 15:30:00,3218.5404999999996,1.5R TP,29.710499999999683
2025.05.15 13:00:00|L|S2,2025-05-15 13:00:00,2025-05-15 13:00:00,L,post_n4,2,3188.83,3169.023,19.80699999999979,2025-05-16 01:30:00,3221.4562196317734,trail/SL hit,32.62621963177344
2025.05.15 13:00:00|L|S3,2025-05-15 13:00:00,2025-05-15 13:00:00,L,post_n4,3,3188.83,3169.023,19.80699999999979,2025-05-16 05:30:00,3218.54,M30 merged cross,29.710000000000036
2025.05.22 09:00:00|S|S1,2025-05-22 09:00:00,2025-05-22 09:00:00,S,cross,1,3311.2,3327.614,16.414000000000215,2025-05-22 11:00:00,3286.5789999999997,1.5R TP,24.621000000000322
2025.05.22 09:00:00|S|S2,2025-05-22 09:00:00,2025-05-22 09:00:00,S,cross,2,3311.2,3327.614,16.414000000000215,2025-05-23 04:00:00,3309.2251243417004,trail/SL hit,1.9748756582994247
2025.05.22 09:00:00|S|S3,2025-05-22 09:00:00,2025-05-22 09:00:00,S,cross,3,3311.2,3327.614,16.414000000000215,2025-05-23 04:00:00,3311.9,M30 merged cross,-0.7000000000002728
2025.05.22 09:30:00|S|S1,2025-05-22 09:30:00,2025-05-22 09:30:00,S,post_n2,1,3306.579,3324.258,17.678999999999633,2025-05-22 14:00:00,3280.0605000000005,1.5R TP,26.51849999999945
2025.05.22 09:30:00|S|S2,2025-05-22 09:30:00,2025-05-22 09:30:00,S,post_n2,2,3306.579,3324.258,17.678999999999633,2025-05-23 04:00:00,3311.5953334288015,trail/SL hit,-5.0163334288013175
2025.05.22 09:30:00|S|S3,2025-05-22 09:30:00,2025-05-22 09:30:00,S,post_n2,3,3306.579,3324.258,17.678999999999633,2025-05-23 04:00:00,3311.9,M30 merged cross,-5.320999999999913
2025.05.22 10:00:00|S|S1,2025-05-22 10:00:00,2025-05-22 10:00:00,S,post_n3,1,3304.764,3322.761,17.996999999999844,2025-05-23 05:30:00,3322.761,SL hit,-17.996999999999844
2025.05.22 10:00:00|S|S2,2025-05-22 10:00:00,2025-05-22 10:00:00,S,post_n3,2,3304.764,3322.761,17.996999999999844,2025-05-23 04:00:00,3311.9,M30 merged cross,-7.135999999999967
2025.05.22 10:00:00|S|S3,2025-05-22 10:00:00,2025-05-22 10:00:00,S,post_n3,3,3304.764,3322.761,17.996999999999844,2025-05-23 04:00:00,3311.9,M30 merged cross,-7.135999999999967
2025.05.22 10:30:00|S|S1,2025-05-22 10:30:00,2025-05-22 10:30:00,S,post_n4,1,3299.257,3320.961,21.703999999999724,2025-05-23 05:00:00,3320.961,SL hit,-21.703999999999724
2025.05.22 10:30:00|S|S2,2025-05-22 10:30:00,2025-05-22 10:30:00,S,post_n4,2,3299.257,3320.961,21.703999999999724,2025-05-23 04:00:00,3311.9,M30 merged cross,-12.643000000000029
2025.05.22 10:30:00|S|S3,2025-05-22 10:30:00,2025-05-22 10:30:00,S,post_n4,3,3299.257,3320.961,21.703999999999724,2025-05-23 04:00:00,3311.9,M30 merged cross,-12.643000000000029
2025.06.05 15:30:00|S|S1,2025-06-05 15:30:00,2025-06-05 15:30:00,S,cross,1,3361.965,3381.014,19.048999999999978,2025-06-06 14:00:00,3333.3915,1.5R TP,28.573499999999967
2025.06.05 15:30:00|S|S2,2025-06-05 15:30:00,2025-06-05 15:30:00,S,cross,2,3361.965,3381.014,19.048999999999978,2025-06-06 03:30:00,3369.747,M30 merged cross,-7.781999999999698
2025.06.05 15:30:00|S|S3,2025-06-05 15:30:00,2025-06-05 15:30:00,S,cross,3,3361.965,3381.014,19.048999999999978,2025-06-06 03:30:00,3369.747,M30 merged cross,-7.781999999999698
2025.06.05 16:00:00|S|S1,2025-06-05 16:00:00,2025-06-05 16:00:00,S,post_n2,1,3344.7,3375.395,30.695000000000164,2025-06-06 05:00:00,3375.395,SL hit,-30.695000000000164
2025.06.05 16:00:00|S|S2,2025-06-05 16:00:00,2025-06-05 16:00:00,S,post_n2,2,3344.7,3375.395,30.695000000000164,2025-06-06 03:30:00,3369.747,M30 merged cross,-25.047000000000025
2025.06.05 16:00:00|S|S3,2025-06-05 16:00:00,2025-06-05 16:00:00,S,post_n2,3,3344.7,3375.395,30.695000000000164,2025-06-06 03:30:00,3369.747,M30 merged cross,-25.047000000000025
2025.06.05 16:30:00|S|S1,2025-06-05 16:30:00,2025-06-05 16:30:00,S,post_n3,1,3347.973,3373.283,25.309999999999945,2025-06-06 04:00:00,3373.283,SL hit,-25.309999999999945
2025.06.05 16:30:00|S|S2,2025-06-05 16:30:00,2025-06-05 16:30:00,S,post_n3,2,3347.973,3373.283,25.309999999999945,2025-06-06 03:30:00,3369.747,M30 merged cross,-21.773999999999887
2025.06.05 16:30:00|S|S3,2025-06-05 16:30:00,2025-06-05 16:30:00,S,post_n3,3,3347.973,3373.283,25.309999999999945,2025-06-06 03:30:00,3369.747,M30 merged cross,-21.773999999999887
2025.06.05 17:00:00|S|S1,2025-06-05 17:00:00,2025-06-05 17:00:00,S,post_n4,1,3354.123,3371.812,17.68899999999985,2025-06-06 04:00:00,3371.812,SL hit,-17.68899999999985
2025.06.05 17:00:00|S|S2,2025-06-05 17:00:00,2025-06-05 17:00:00,S,post_n4,2,3354.123,3371.812,17.68899999999985,2025-06-06 03:30:00,3369.747,M30 merged cross,-15.623999999999796
2025.06.05 17:00:00|S|S3,2025-06-05 17:00:00,2025-06-05 17:00:00,S,post_n4,3,3354.123,3371.812,17.68899999999985,2025-06-06 03:30:00,3369.747,M30 merged cross,-15.623999999999796
2025.06.16 06:00:00|S|S1,2025-06-16 06:00:00,2025-06-16 06:00:00,S,post_n3,1,3421.649,3433.347,11.69800000000032,2025-06-16 13:30:00,3404.1019999999994,1.5R TP,17.54700000000048
2025.06.16 06:00:00|S|S2,2025-06-16 06:00:00,2025-06-16 06:00:00,S,post_n3,2,3421.649,3433.347,11.69800000000032,2025-06-16 23:30:00,3398.7849570920876,trail/SL hit,22.864042907912335
2025.06.16 06:00:00|S|S3,2025-06-16 06:00:00,2025-06-16 06:00:00,S,post_n3,3,3421.649,3433.347,11.69800000000032,2025-06-17 22:00:00,3392.485,M30 merged cross,29.16399999999976
2025.06.16 06:30:00|S|S1,2025-06-16 06:30:00,2025-06-16 06:30:00,S,post_n4,1,3416.016,3432.017,16.00099999999975,2025-06-16 13:30:00,3392.0145,1.5R TP,24.001499999999623
2025.06.16 06:30:00|S|S2,2025-06-16 06:30:00,2025-06-16 06:30:00,S,post_n4,2,3416.016,3432.017,16.00099999999975,2025-06-16 23:30:00,3398.7993701830947,trail/SL hit,17.216629816905424
2025.06.16 06:30:00|S|S3,2025-06-16 06:30:00,2025-06-16 06:30:00,S,post_n4,3,3416.016,3432.017,16.00099999999975,2025-06-17 22:00:00,3392.485,M30 merged cross,23.53099999999995
2025.06.30 05:00:00|L|S1,2025-06-30 05:00:00,2025-06-30 05:00:00,L,post_n3,1,3285.573,3276.15,9.422999999999774,2025-06-30 11:00:00,3276.15,SL hit,-9.422999999999774
2025.06.30 05:00:00|L|S2,2025-06-30 05:00:00,2025-06-30 05:00:00,L,post_n3,2,3285.573,3276.15,9.422999999999774,2025-06-30 11:00:00,3276.15,trail/SL hit,-9.422999999999774
2025.06.30 05:00:00|L|S3,2025-06-30 05:00:00,2025-06-30 05:00:00,L,post_n3,3,3285.573,3276.15,9.422999999999774,2025-06-30 11:00:00,3276.15,SL hit,-9.422999999999774
2025.06.30 05:30:00|L|S1,2025-06-30 05:30:00,2025-06-30 05:30:00,L,post_n4,1,3288.075,3277.066,11.009000000000015,2025-06-30 11:00:00,3277.066,SL hit,-11.009000000000015
2025.06.30 05:30:00|L|S2,2025-06-30 05:30:00,2025-06-30 05:30:00,L,post_n4,2,3288.075,3277.066,11.009000000000015,2025-06-30 11:00:00,3277.066,trail/SL hit,-11.009000000000015
2025.06.30 05:30:00|L|S3,2025-06-30 05:30:00,2025-06-30 05:30:00,L,post_n4,3,3288.075,3277.066,11.009000000000015,2025-06-30 11:00:00,3277.066,SL hit,-11.009000000000015
2025.09.02 10:00:00|S|S1,2025-09-02 10:00:00,2025-09-02 10:00:00,S,post_n3,1,3476.775,3483.103,6.3279999999999745,2025-09-02 10:00:00,3483.103,SL hit,-6.3279999999999745
2025.09.02 10:00:00|S|S2,2025-09-02 10:00:00,2025-09-02 10:00:00,S,post_n3,2,3476.775,3483.103,6.3279999999999745,2025-09-02 10:00:00,3483.103,trail/SL hit,-6.3279999999999745
2025.09.02 10:00:00|S|S3,2025-09-02 10:00:00,2025-09-02 10:00:00,S,post_n3,3,3476.775,3483.103,6.3279999999999745,2025-09-02 10:00:00,3483.103,SL hit,-6.3279999999999745
2025.09.04 02:00:00|S|S1,2025-09-04 02:00:00,2025-09-04 02:00:00,S,cross,1,3546.157,3558.971,12.81399999999985,2025-09-04 02:30:00,3526.9360000000006,1.5R TP,19.220999999999776
2025.09.04 02:00:00|S|S2,2025-09-04 02:00:00,2025-09-04 02:00:00,S,cross,2,3546.157,3558.971,12.81399999999985,2025-09-04 08:00:00,3544.7029647213067,trail/SL hit,1.4540352786934818
2025.09.04 02:00:00|S|S3,2025-09-04 02:00:00,2025-09-04 02:00:00,S,cross,3,3546.157,3558.971,12.81399999999985,2025-09-04 12:30:00,3548.321,M30 merged cross,-2.16399999999976
2025.09.04 02:30:00|S|S1,2025-09-04 02:30:00,2025-09-04 02:30:00,S,post_n2,1,3545.184,3556.563,11.378999999999905,2025-09-04 02:30:00,3528.1155000000003,1.5R TP,17.068499999999858
2025.09.04 02:30:00|S|S2,2025-09-04 02:30:00,2025-09-04 02:30:00,S,post_n2,2,3545.184,3556.563,11.378999999999905,2025-09-04 08:00:00,3544.7029647213067,trail/SL hit,0.48103527869352547
2025.09.04 02:30:00|S|S3,2025-09-04 02:30:00,2025-09-04 02:30:00,S,post_n2,3,3545.184,3556.563,11.378999999999905,2025-09-04 12:30:00,3548.321,M30 merged cross,-3.1369999999997162
2025.09.04 03:00:00|S|S1,2025-09-04 03:00:00,2025-09-04 03:00:00,S,post_n3,1,3530.831,3554.588,23.757000000000062,2025-09-04 13:30:00,3554.588,SL hit,-23.757000000000062
2025.09.04 03:00:00|S|S2,2025-09-04 03:00:00,2025-09-04 03:00:00,S,post_n3,2,3530.831,3554.588,23.757000000000062,2025-09-04 12:30:00,3548.321,M30 merged cross,-17.48999999999978
2025.09.04 03:00:00|S|S3,2025-09-04 03:00:00,2025-09-04 03:00:00,S,post_n3,3,3530.831,3554.588,23.757000000000062,2025-09-04 12:30:00,3548.321,M30 merged cross,-17.48999999999978
2025.09.04 03:30:00|S|S1,2025-09-04 03:30:00,2025-09-04 03:30:00,S,post_n4,1,3529.822,3552.681,22.858999999999924,2025-09-04 12:00:00,3552.681,SL hit,-22.858999999999924
2025.09.04 03:30:00|S|S2,2025-09-04 03:30:00,2025-09-04 03:30:00,S,post_n4,2,3529.822,3552.681,22.858999999999924,2025-09-04 12:00:00,3552.681,trail/SL hit,-22.858999999999924
2025.09.04 03:30:00|S|S3,2025-09-04 03:30:00,2025-09-04 03:30:00,S,post_n4,3,3529.822,3552.681,22.858999999999924,2025-09-04 12:00:00,3552.681,SL hit,-22.858999999999924
2025.09.17 19:00:00|S|S1,2025-09-17 19:00:00,2025-09-17 19:00:00,S,cross,1,3650.344,3679.825,29.480999999999767,2025-09-19 18:00:00,3679.825,SL hit,-29.480999999999767
2025.09.17 19:00:00|S|S2,2025-09-17 19:00:00,2025-09-17 19:00:00,S,cross,2,3650.344,3679.825,29.480999999999767,2025-09-18 09:30:00,3671.665,M30 merged cross,-21.320999999999913
2025.09.17 19:00:00|S|S3,2025-09-17 19:00:00,2025-09-17 19:00:00,S,cross,3,3650.344,3679.825,29.480999999999767,2025-09-18 09:30:00,3671.665,M30 merged cross,-21.320999999999913
2025.09.23 19:00:00|S|S1,2025-09-23 19:00:00,2025-09-23 19:00:00,S,pre_cross,1,3756.735,3773.259,16.523999999999887,2025-09-24 05:00:00,3773.259,SL hit,-16.523999999999887
2025.09.23 19:00:00|S|S2,2025-09-23 19:00:00,2025-09-23 19:00:00,S,pre_cross,2,3756.735,3773.259,16.523999999999887,2025-09-24 05:00:00,3773.259,trail/SL hit,-16.523999999999887
2025.09.23 19:00:00|S|S3,2025-09-23 19:00:00,2025-09-23 19:00:00,S,pre_cross,3,3756.735,3773.259,16.523999999999887,2025-09-24 05:00:00,3773.259,SL hit,-16.523999999999887
2025.09.30 09:00:00|S|S1,2025-09-30 09:00:00,2025-09-30 09:00:00,S,cross,1,3816.366,3847.665,31.298999999999978,2025-09-30 14:00:00,3847.665,SL hit,-31.298999999999978
2025.09.30 09:00:00|S|S2,2025-09-30 09:00:00,2025-09-30 09:00:00,S,cross,2,3816.366,3847.665,31.298999999999978,2025-09-30 14:00:00,3847.665,trail/SL hit,-31.298999999999978
2025.09.30 09:00:00|S|S3,2025-09-30 09:00:00,2025-09-30 09:00:00,S,cross,3,3816.366,3847.665,31.298999999999978,2025-09-30 14:00:00,3847.665,SL hit,-31.298999999999978
2025.09.30 10:30:00|S|S1,2025-09-30 10:30:00,2025-09-30 10:30:00,S,post_n4,1,3804.197,3834.396,30.19900000000007,2025-09-30 14:00:00,3834.396,SL hit,-30.19900000000007
2025.09.30 10:30:00|S|S2,2025-09-30 10:30:00,2025-09-30 10:30:00,S,post_n4,2,3804.197,3834.396,30.19900000000007,2025-09-30 14:00:00,3834.396,trail/SL hit,-30.19900000000007
2025.09.30 10:30:00|S|S3,2025-09-30 10:30:00,2025-09-30 10:30:00,S,post_n4,3,3804.197,3834.396,30.19900000000007,2025-09-30 14:00:00,3834.396,SL hit,-30.19900000000007
2025.10.02 15:30:00|S|S1,2025-10-02 15:30:00,2025-10-02 15:30:00,S,post_n2,1,3835.833,3869.406,33.572999999999865,2025-10-03 12:30:00,3869.406,SL hit,-33.572999999999865
2025.10.02 15:30:00|S|S2,2025-10-02 15:30:00,2025-10-02 15:30:00,S,post_n2,2,3835.833,3869.406,33.572999999999865,2025-10-03 07:00:00,3862.81,M30 merged cross,-26.97699999999986
2025.10.02 15:30:00|S|S3,2025-10-02 15:30:00,2025-10-02 15:30:00,S,post_n2,3,3835.833,3869.406,33.572999999999865,2025-10-03 07:00:00,3862.81,M30 merged cross,-26.97699999999986
2025.10.02 16:30:00|S|S1,2025-10-02 16:30:00,2025-10-02 16:30:00,S,post_n4,1,3838.037,3864.076,26.039000000000215,2025-10-03 07:30:00,3864.076,SL hit,-26.039000000000215
2025.10.02 16:30:00|S|S2,2025-10-02 16:30:00,2025-10-02 16:30:00,S,post_n4,2,3838.037,3864.076,26.039000000000215,2025-10-03 07:00:00,3862.81,M30 merged cross,-24.77300000000014
2025.10.02 16:30:00|S|S3,2025-10-02 16:30:00,2025-10-02 16:30:00,S,post_n4,3,3838.037,3864.076,26.039000000000215,2025-10-03 07:00:00,3862.81,M30 merged cross,-24.77300000000014
2025.10.07 08:00:00|S|S1,2025-10-07 08:00:00,2025-10-07 08:00:00,S,cross,1,3945.99,3962.261,16.271000000000186,2025-10-07 09:00:00,3962.261,SL hit,-16.271000000000186
2025.10.07 08:00:00|S|S2,2025-10-07 08:00:00,2025-10-07 08:00:00,S,cross,2,3945.99,3962.261,16.271000000000186,2025-10-07 09:00:00,3962.261,trail/SL hit,-16.271000000000186
2025.10.07 08:00:00|S|S3,2025-10-07 08:00:00,2025-10-07 08:00:00,S,cross,3,3945.99,3962.261,16.271000000000186,2025-10-07 09:00:00,3962.261,SL hit,-16.271000000000186
2025.10.07 08:30:00|S|S1,2025-10-07 08:30:00,2025-10-07 08:30:00,S,post_n2,1,3950.612,3959.066,8.453999999999724,2025-10-07 09:00:00,3959.066,SL hit,-8.453999999999724
2025.10.07 08:30:00|S|S2,2025-10-07 08:30:00,2025-10-07 08:30:00,S,post_n2,2,3950.612,3959.066,8.453999999999724,2025-10-07 09:00:00,3959.066,trail/SL hit,-8.453999999999724
2025.10.07 08:30:00|S|S3,2025-10-07 08:30:00,2025-10-07 08:30:00,S,post_n2,3,3950.612,3959.066,8.453999999999724,2025-10-07 09:00:00,3959.066,SL hit,-8.453999999999724
2025.10.08 23:00:00|S|S1,2025-10-08 23:00:00,2025-10-08 23:00:00,S,cross,1,4021.435,4040.884,19.44900000000007,2025-10-09 04:30:00,4040.884,SL hit,-19.44900000000007
2025.10.08 23:00:00|S|S2,2025-10-08 23:00:00,2025-10-08 23:00:00,S,cross,2,4021.435,4040.884,19.44900000000007,2025-10-09 04:30:00,4040.884,trail/SL hit,-19.44900000000007
