thr,train_n,train_pf,train_ev,train_pnl,test_n,test_pf,test_ev,test_pnl
0.4,19,0.6334272061676974,-0.17337034254431521,-3.294036508341989,45,2.639947777423379,0.44010277222700483,19.80462475021522
0.5,14,0.9392651872426767,-0.026289742153919753,-0.36805639015487657,26,4.941574090217568,0.8433459722151493,21.926995277593882
0.6,8,0.0,-0.482048361969559,-3.856386895756472,16,10.296329632113459,1.1899367903209446,19.038988645135113
