candidate,thr,test_n,test_wr,test_pf,test_ev,test_pnl,test_pf_0.02,test_pf_0.05,test_pf_0.1,test_pf_0.2
picked,0.5,26,50.0,4.941574090217568,0.8433459722151493,21.926995277593882,4.676279910133471,4.319970964001727,3.8161127755741973,3.0491223325745525
prespecified_0.5,0.5,26,50.0,4.941574090217568,0.8433459722151493,21.926995277593882,4.676279910133471,4.319970964001727,3.8161127755741973,3.0491223325745525
