trade_key_x,signal_time_x,entry_time_x,dir_x,mode_x,stage_x,entry,stop,stop_distance,exit_time_x,exit_price,exit_reason,pnl_points,_key,signal_time_y,entry_time_y,dir_y,mode_y,stage_y,open_time,ea_entry,ea_stop,exit_time_y,ea_exit,ea_reason,ea_pnl,pnl_usd,virtual_balance,trade_key_y,_merge,diff_entry,diff_stop,diff_exit_price,diff_pnl_points
2025.11.28 15:30:00|L|S3,2025-11-28 15:30:00,2025-11-28 15:30:00,L,post_n4,3.0,4197.003,4178.721,18.282000000000156,2025-12-01 16:30:00,4226.233,M30 merged cross,29.230000000000476,2025.11.28 15:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.11.28 16:00:00|L|S1,2025-11-28 16:00:00,2025-11-28 16:00:00,L,post_n5,1.0,4203.609,4180.638,22.97100000000046,2025-12-01 01:30:00,4249.551000000001,2.0R TP,45.94200000000092,2025.11.28 16:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.11.28 16:00:00|L|S2,2025-11-28 16:00:00,2025-11-28 16:00:00,L,post_n5,2.0,4203.609,4180.638,22.97100000000046,2025-12-01 05:00:00,4222.493414182617,trail/SL hit,18.88441418261664,2025.11.28 16:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.11.28 16:00:00|L|S3,2025-11-28 16:00:00,2025-11-28 16:00:00,L,post_n5,3.0,4203.609,4180.638,22.97100000000046,2025-12-01 16:30:00,4226.233,M30 merged cross,22.6239999999998,2025.11.28 16:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.11.28 16:30:00|L|S1,2025-11-28 16:30:00,2025-11-28 16:30:00,L,post_n6,1.0,4209.457,4182.857,26.600000000000364,2025-12-01 13:30:00,4262.657000000001,2.0R TP,53.20000000000073,2025.11.28 16:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.11.28 16:30:00|L|S2,2025-11-28 16:30:00,2025-11-28 16:30:00,L,post_n6,2.0,4209.457,4182.857,26.600000000000364,2025-12-01 14:00:00,4242.282141895607,trail/SL hit,32.825141895606976,2025.11.28 16:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.11.28 16:30:00|L|S3,2025-11-28 16:30:00,2025-11-28 16:30:00,L,post_n6,3.0,4209.457,4182.857,26.600000000000364,2025-12-01 16:30:00,4226.233,M30 merged cross,16.77599999999984,2025.11.28 16:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 00:00:00|L|S1,2025-12-03 00:00:00,2025-12-03 00:00:00,L,post_n2,1.0,4212.913,4202.813,10.099999999999454,2025-12-03 07:00:00,4202.813,SL hit,-10.099999999999454,2025.12.03 00:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 00:00:00|L|S2,2025-12-03 00:00:00,2025-12-03 00:00:00,L,post_n2,2.0,4212.913,4202.813,10.099999999999454,2025-12-03 05:30:00,4208.45993638682,trail/SL hit,-4.453063613179438,2025.12.03 00:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 00:00:00|L|S3,2025-12-03 00:00:00,2025-12-03 00:00:00,L,post_n2,3.0,4212.913,4202.813,10.099999999999454,2025-12-03 07:00:00,4202.813,SL hit,-10.099999999999454,2025.12.03 00:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 01:00:00|L|S1,2025-12-03 01:00:00,2025-12-03 01:00:00,L,post_n4,1.0,4211.88,4203.857,8.023000000000138,2025-12-03 02:30:00,4227.926,2.0R TP,16.046000000000276,2025.12.03 01:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 01:00:00|L|S2,2025-12-03 01:00:00,2025-12-03 01:00:00,L,post_n4,2.0,4211.88,4203.857,8.023000000000138,2025-12-03 05:30:00,4213.016868023381,trail/SL hit,1.1368680233808846,2025.12.03 01:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 01:00:00|L|S3,2025-12-03 01:00:00,2025-12-03 01:00:00,L,post_n4,3.0,4211.88,4203.857,8.023000000000138,2025-12-03 05:30:00,4203.857,SL hit,-8.023000000000138,2025.12.03 01:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 01:30:00|L|S1,2025-12-03 01:30:00,2025-12-03 01:30:00,L,post_n5,1.0,4216.927,4204.861,12.065999999999804,2025-12-03 05:30:00,4204.861,SL hit,-12.065999999999804,2025.12.03 01:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 01:30:00|L|S2,2025-12-03 01:30:00,2025-12-03 01:30:00,L,post_n5,2.0,4216.927,4204.861,12.065999999999804,2025-12-03 05:30:00,4204.861,trail/SL hit,-12.065999999999804,2025.12.03 01:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 01:30:00|L|S3,2025-12-03 01:30:00,2025-12-03 01:30:00,L,post_n5,3.0,4216.927,4204.861,12.065999999999804,2025-12-03 05:30:00,4204.861,SL hit,-12.065999999999804,2025.12.03 01:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 02:00:00|L|S1,2025-12-03 02:00:00,2025-12-03 02:00:00,L,post_n6,1.0,4214.376,4205.597,8.779000000000451,2025-12-03 05:30:00,4205.597,SL hit,-8.779000000000451,2025.12.03 02:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 02:00:00|L|S2,2025-12-03 02:00:00,2025-12-03 02:00:00,L,post_n6,2.0,4214.376,4205.597,8.779000000000451,2025-12-03 05:30:00,4209.773172049372,trail/SL hit,-4.602827950628125,2025.12.03 02:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.03 02:00:00|L|S3,2025-12-03 02:00:00,2025-12-03 02:00:00,L,post_n6,3.0,4214.376,4205.597,8.779000000000451,2025-12-03 05:30:00,4205.597,SL hit,-8.779000000000451,2025.12.03 02:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.05 04:00:00|L|S1,2025-12-05 04:00:00,2025-12-05 04:00:00,L,cross,1.0,4209.544,4204.542,5.001999999999498,2025-12-05 05:00:00,4219.547999999999,2.0R TP,10.003999999998996,2025.12.05 04:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.05 04:00:00|L|S2,2025-12-05 04:00:00,2025-12-05 04:00:00,L,cross,2.0,4209.544,4204.542,5.001999999999498,2025-12-05 07:00:00,4229.551999999998,4.0R forced,20.007999999997992,2025.12.05 04:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.05 04:00:00|L|S3,2025-12-05 04:00:00,2025-12-05 04:00:00,L,cross,3.0,4209.544,4204.542,5.001999999999498,2025-12-05 16:00:00,4204.542,SL hit,-5.001999999999498,2025.12.05 04:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.08 06:00:00|L|S1,2025-12-08 06:00:00,2025-12-08 06:00:00,L,pre_cross,1.0,4217.045,4209.611,7.434000000000196,2025-12-08 07:30:00,4209.611,SL hit,-7.434000000000196,2025.12.08 06:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.08 06:00:00|L|S2,2025-12-08 06:00:00,2025-12-08 06:00:00,L,pre_cross,2.0,4217.045,4209.611,7.434000000000196,2025-12-08 07:30:00,4209.611,trail/SL hit,-7.434000000000196,2025.12.08 06:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.08 06:00:00|L|S3,2025-12-08 06:00:00,2025-12-08 06:00:00,L,pre_cross,3.0,4217.045,4209.611,7.434000000000196,2025-12-08 07:30:00,4209.611,SL hit,-7.434000000000196,2025.12.08 06:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.08 06:30:00|BUY|S2,2025.12.08 05:30,2025.12.08 06:30,BUY,pre_cross,2.0,2025.12.08 06:30,4216.506,4209.61078,2025.12.08 06:30,4217.001,M30 merged cross,0.495,0.495,365.12469,2025.12.08 06:30:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.08 06:30:00|BUY|S3,2025.12.08 05:30,2025.12.08 06:30,BUY,pre_cross,3.0,2025.12.08 06:30,4216.506,4209.61078,2025.12.08 06:30,4217.001,M30 merged cross,0.495,0.7425,365.86719,2025.12.08 06:30:00|BUY|S3,right_only,,,,
2025.12.08 06:30:00|L|S1,2025-12-08 06:30:00,2025-12-08 06:30:00,L,cross,1.0,4216.506,4209.611,6.895000000000437,2025-12-08 07:30:00,4209.611,SL hit,-6.895000000000437,2025.12.08 06:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.08 06:30:00|L|S2,2025-12-08 06:30:00,2025-12-08 06:30:00,L,cross,2.0,4216.506,4209.611,6.895000000000437,2025-12-08 07:30:00,4209.611,trail/SL hit,-6.895000000000437,2025.12.08 06:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.08 06:30:00|L|S3,2025-12-08 06:30:00,2025-12-08 06:30:00,L,cross,3.0,4216.506,4209.611,6.895000000000437,2025-12-08 07:30:00,4209.611,SL hit,-6.895000000000437,2025.12.08 06:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.08 07:00:00|BUY|S2,2025.12.08 06:00,2025.12.08 07:00,BUY,cross,2.0,2025.12.08 07:00,4217.044,4209.61078,2025.12.08 07:00,4213.874,M30 merged cross,-3.17,-3.17,362.69719,2025.12.08 07:00:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.08 07:00:00|BUY|S3,2025.12.08 06:00,2025.12.08 07:00,BUY,cross,3.0,2025.12.08 07:00,4217.044,4209.61078,2025.12.08 07:00,4213.874,M30 merged cross,-3.17,-4.755,357.94219,2025.12.08 07:00:00|BUY|S3,right_only,,,,
2025.12.09 12:00:00|L|S1,2025-12-09 12:00:00,2025-12-09 12:00:00,L,post_n5,1.0,4203.08,4194.74,8.340000000000146,2025-12-09 14:00:00,4194.74,SL hit,-8.340000000000146,2025.12.09 12:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.09 12:00:00|L|S2,2025-12-09 12:00:00,2025-12-09 12:00:00,L,post_n5,2.0,4203.08,4194.74,8.340000000000146,2025-12-09 14:00:00,4194.74,trail/SL hit,-8.340000000000146,2025.12.09 12:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.09 12:00:00|L|S3,2025-12-09 12:00:00,2025-12-09 12:00:00,L,post_n5,3.0,4203.08,4194.74,8.340000000000146,2025-12-09 14:00:00,4194.74,SL hit,-8.340000000000146,2025.12.09 12:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.09 12:30:00|BUY|S2,2025.12.09 11:30,2025.12.09 12:30,BUY,post_n,2.0,2025.12.09 12:30,4202.357,4194.74001,2025.12.09 12:30,4204.204,M30 merged cross,1.847,1.847,398.3125,2025.12.09 12:30:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.09 12:30:00|BUY|S3,2025.12.09 11:30,2025.12.09 12:30,BUY,post_n,3.0,2025.12.09 12:30,4202.357,4194.74001,2025.12.09 12:30,4204.204,M30 merged cross,1.847,2.7705,401.083,2025.12.09 12:30:00|BUY|S3,right_only,,,,
2025.12.09 12:30:00|L|S1,2025-12-09 12:30:00,2025-12-09 12:30:00,L,post_n6,1.0,4202.357,4195.318,7.03899999999976,2025-12-09 14:00:00,4195.318,SL hit,-7.03899999999976,2025.12.09 12:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.09 12:30:00|L|S2,2025-12-09 12:30:00,2025-12-09 12:30:00,L,post_n6,2.0,4202.357,4195.318,7.03899999999976,2025-12-09 14:00:00,4195.318,trail/SL hit,-7.03899999999976,2025.12.09 12:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.09 12:30:00|L|S3,2025-12-09 12:30:00,2025-12-09 12:30:00,L,post_n6,3.0,4202.357,4195.318,7.03899999999976,2025-12-09 14:00:00,4195.318,SL hit,-7.03899999999976,2025.12.09 12:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 14:30:00|L|S1,2025-12-11 14:30:00,2025-12-11 14:30:00,L,post_n2,1.0,4231.017,4217.584,13.432999999999993,2025-12-11 15:30:00,4257.883,2.0R TP,26.865999999999985,2025.12.11 14:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 14:30:00|L|S2,2025-12-11 14:30:00,2025-12-11 14:30:00,L,post_n2,2.0,4231.017,4217.584,13.432999999999993,2025-12-11 18:00:00,4284.749,4.0R forced,53.73199999999997,2025.12.11 14:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 14:30:00|L|S3,2025-12-11 14:30:00,2025-12-11 14:30:00,L,post_n2,3.0,4231.017,4217.584,13.432999999999993,2025-12-12 17:00:00,4282.192,M30 merged cross,51.17500000000018,2025.12.11 14:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.11 15:00:00|BUY|S2,2025.12.11 14:00,2025.12.11 15:00,BUY,post_n,2.0,2025.12.11 15:00,4230.182,4217.5838,2025.12.11 15:00,4238.935,M30 merged cross,8.753,8.753,409.836,2025.12.11 15:00:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.11 15:00:00|BUY|S3,2025.12.11 14:00,2025.12.11 15:00,BUY,post_n,3.0,2025.12.11 15:00,4230.182,4217.5838,2025.12.11 15:00,4238.935,M30 merged cross,8.753,13.1295,422.9655,2025.12.11 15:00:00|BUY|S3,right_only,,,,
2025.12.11 15:00:00|L|S1,2025-12-11 15:00:00,2025-12-11 15:00:00,L,post_n3,1.0,4230.182,4218.555,11.626999999999498,2025-12-11 15:30:00,4253.435999999999,2.0R TP,23.253999999999,2025.12.11 15:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 15:00:00|L|S2,2025-12-11 15:00:00,2025-12-11 15:00:00,L,post_n3,2.0,4230.182,4218.555,11.626999999999498,2025-12-11 16:30:00,4276.689999999998,4.0R forced,46.50799999999799,2025.12.11 15:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 15:00:00|L|S3,2025-12-11 15:00:00,2025-12-11 15:00:00,L,post_n3,3.0,4230.182,4218.555,11.626999999999498,2025-12-12 17:00:00,4282.192,M30 merged cross,52.01000000000022,2025.12.11 15:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 15:30:00|L|S1,2025-12-11 15:30:00,2025-12-11 15:30:00,L,post_n4,1.0,4238.902,4220.123,18.77900000000045,2025-12-11 16:30:00,4276.460000000001,2.0R TP,37.5580000000009,2025.12.11 15:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 15:30:00|L|S2,2025-12-11 15:30:00,2025-12-11 15:30:00,L,post_n4,2.0,4238.902,4220.123,18.77900000000045,2025-12-12 09:00:00,4314.018000000002,4.0R forced,75.1160000000018,2025.12.11 15:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 15:30:00|L|S3,2025-12-11 15:30:00,2025-12-11 15:30:00,L,post_n4,3.0,4238.902,4220.123,18.77900000000045,2025-12-12 17:00:00,4282.192,M30 merged cross,43.28999999999997,2025.12.11 15:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 16:00:00|L|S1,2025-12-11 16:00:00,2025-12-11 16:00:00,L,post_n5,1.0,4255.933,4222.882,33.051000000000386,2025-12-12 10:30:00,4322.035000000001,2.0R TP,66.10200000000077,2025.12.11 16:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 16:00:00|L|S2,2025-12-11 16:00:00,2025-12-11 16:00:00,L,post_n5,2.0,4255.933,4222.882,33.051000000000386,2025-12-12 15:00:00,4311.40824890274,trail/SL hit,55.47524890273962,2025.12.11 16:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 16:00:00|L|S3,2025-12-11 16:00:00,2025-12-11 16:00:00,L,post_n5,3.0,4255.933,4222.882,33.051000000000386,2025-12-12 17:00:00,4282.192,M30 merged cross,26.25900000000001,2025.12.11 16:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.11 16:30:00|BUY|S2,2025.12.11 15:30,2025.12.11 16:30,BUY,post_n,2.0,2025.12.11 16:30,4257.364,4222.88206,2025.12.11 16:30,4273.493,M30 merged cross,16.129,16.129,439.0945,2025.12.11 16:30:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.11 16:30:00|BUY|S3,2025.12.11 15:30,2025.12.11 16:30,BUY,post_n,3.0,2025.12.11 16:30,4257.364,4222.88206,2025.12.11 16:30,4273.493,M30 merged cross,16.129,24.1935,463.288,2025.12.11 16:30:00|BUY|S3,right_only,,,,
2025.12.11 16:30:00|L|S1,2025-12-11 16:30:00,2025-12-11 16:30:00,L,post_n6,1.0,4257.364,4225.536,31.82799999999952,2025-12-12 10:00:00,4321.019999999999,2.0R TP,63.65599999999904,2025.12.11 16:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 16:30:00|L|S2,2025-12-11 16:30:00,2025-12-11 16:30:00,L,post_n6,2.0,4257.364,4225.536,31.82799999999952,2025-12-12 15:00:00,4311.40824890274,trail/SL hit,54.04424890274004,2025.12.11 16:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.11 16:30:00|L|S3,2025-12-11 16:30:00,2025-12-11 16:30:00,L,post_n6,3.0,4257.364,4225.536,31.82799999999952,2025-12-12 17:00:00,4282.192,M30 merged cross,24.82800000000043,2025.12.11 16:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 01:00:00|L|S1,2025-12-15 01:00:00,2025-12-15 01:00:00,L,cross,1.0,4307.541,4300.379,7.162000000000262,2025-12-15 01:30:00,4321.865000000001,2.0R TP,14.324000000000524,2025.12.15 01:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 01:00:00|L|S2,2025-12-15 01:00:00,2025-12-15 01:00:00,L,cross,2.0,4307.541,4300.379,7.162000000000262,2025-12-15 05:30:00,4336.189000000001,4.0R forced,28.648000000001048,2025.12.15 01:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 01:00:00|L|S3,2025-12-15 01:00:00,2025-12-15 01:00:00,L,cross,3.0,4307.541,4300.379,7.162000000000262,2025-12-15 15:00:00,4314.303,M30 merged cross,6.761999999999716,2025.12.15 01:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.15 01:30:00|BUY|S2,2025.12.15 00:30,2025.12.15 01:30,BUY,cross,2.0,2025.12.15 01:30,4314.993,4300.37914,2025.12.15 01:30,4322.459,M30 merged cross,7.466,7.466,470.754,2025.12.15 01:30:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.15 01:30:00|BUY|S3,2025.12.15 00:30,2025.12.15 01:30,BUY,cross,3.0,2025.12.15 01:30,4314.993,4300.37914,2025.12.15 01:30,4322.459,M30 merged cross,7.466,11.199,481.953,2025.12.15 01:30:00|BUY|S3,right_only,,,,
2025.12.15 01:30:00|L|S1,2025-12-15 01:30:00,2025-12-15 01:30:00,L,post_n2,1.0,4314.993,4302.651,12.342000000000551,2025-12-15 05:30:00,4339.6770000000015,2.0R TP,24.684000000001102,2025.12.15 01:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 01:30:00|L|S2,2025-12-15 01:30:00,2025-12-15 01:30:00,L,post_n2,2.0,4314.993,4302.651,12.342000000000551,2025-12-15 13:00:00,4334.742492929842,trail/SL hit,19.74949292984184,2025.12.15 01:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 01:30:00|L|S3,2025-12-15 01:30:00,2025-12-15 01:30:00,L,post_n2,3.0,4314.993,4302.651,12.342000000000551,2025-12-15 15:00:00,4314.303,M30 merged cross,-0.6900000000005093,2025.12.15 01:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 02:00:00|L|S1,2025-12-15 02:00:00,2025-12-15 02:00:00,L,post_n3,1.0,4322.498,4304.174,18.32399999999961,2025-12-15 16:00:00,4304.174,SL hit,-18.32399999999961,2025.12.15 02:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 02:00:00|L|S2,2025-12-15 02:00:00,2025-12-15 02:00:00,L,post_n3,2.0,4322.498,4304.174,18.32399999999961,2025-12-15 14:00:00,4329.504044739086,trail/SL hit,7.0060447390860645,2025.12.15 02:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 02:00:00|L|S3,2025-12-15 02:00:00,2025-12-15 02:00:00,L,post_n3,3.0,4322.498,4304.174,18.32399999999961,2025-12-15 15:00:00,4314.303,M30 merged cross,-8.194999999999709,2025.12.15 02:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 02:30:00|L|S1,2025-12-15 02:30:00,2025-12-15 02:30:00,L,post_n4,1.0,4324.337,4305.721,18.61600000000089,2025-12-15 16:00:00,4305.721,SL hit,-18.61600000000089,2025.12.15 02:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 02:30:00|L|S2,2025-12-15 02:30:00,2025-12-15 02:30:00,L,post_n4,2.0,4324.337,4305.721,18.61600000000089,2025-12-15 15:00:00,4314.303,M30 merged cross,-10.03400000000056,2025.12.15 02:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 02:30:00|L|S3,2025-12-15 02:30:00,2025-12-15 02:30:00,L,post_n4,3.0,4324.337,4305.721,18.61600000000089,2025-12-15 15:00:00,4314.303,M30 merged cross,-10.03400000000056,2025.12.15 02:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.15 03:00:00|BUY|S2,2025.12.15 02:00,2025.12.15 03:00,BUY,post_n,2.0,2025.12.15 03:00,4326.394,4305.72066,2025.12.15 03:00,4323.864,M30 merged cross,-2.53,-2.53,479.423,2025.12.15 03:00:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.15 03:00:00|BUY|S3,2025.12.15 02:00,2025.12.15 03:00,BUY,post_n,3.0,2025.12.15 03:00,4326.394,4305.72066,2025.12.15 03:00,4323.864,M30 merged cross,-2.53,-3.795,475.628,2025.12.15 03:00:00|BUY|S3,right_only,,,,
2025.12.15 03:00:00|L|S1,2025-12-15 03:00:00,2025-12-15 03:00:00,L,post_n5,1.0,4326.394,4307.314,19.079999999999927,2025-12-15 16:00:00,4307.314,SL hit,-19.079999999999927,2025.12.15 03:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 03:00:00|L|S2,2025-12-15 03:00:00,2025-12-15 03:00:00,L,post_n5,2.0,4326.394,4307.314,19.079999999999927,2025-12-15 15:00:00,4314.303,M30 merged cross,-12.09100000000035,2025.12.15 03:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 03:00:00|L|S3,2025-12-15 03:00:00,2025-12-15 03:00:00,L,post_n5,3.0,4326.394,4307.314,19.079999999999927,2025-12-15 15:00:00,4314.303,M30 merged cross,-12.09100000000035,2025.12.15 03:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 03:30:00|L|S1,2025-12-15 03:30:00,2025-12-15 03:30:00,L,post_n6,1.0,4323.863,4308.587,15.27599999999984,2025-12-15 16:00:00,4308.587,SL hit,-15.27599999999984,2025.12.15 03:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 03:30:00|L|S2,2025-12-15 03:30:00,2025-12-15 03:30:00,L,post_n6,2.0,4323.863,4308.587,15.27599999999984,2025-12-15 13:00:00,4334.742492929842,trail/SL hit,10.879492929841945,2025.12.15 03:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.15 03:30:00|L|S3,2025-12-15 03:30:00,2025-12-15 03:30:00,L,post_n6,3.0,4323.863,4308.587,15.27599999999984,2025-12-15 15:00:00,4314.303,M30 merged cross,-9.5600000000004,2025.12.15 03:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.12.18 14:00:00|L|S1,2025-12-18 14:00:00,2025-12-18 14:00:00,L,pre_cross,1.0,4336.591,4327.604,8.98700000000008,2025-12-18 14:30:00,4327.604,SL hit,-8.98700000000008,2025.12.18 14:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.18 14:00:00|L|S2,2025-12-18 14:00:00,2025-12-18 14:00:00,L,pre_cross,2.0,4336.591,4327.604,8.98700000000008,2025-12-18 14:30:00,4327.604,trail/SL hit,-8.98700000000008,2025.12.18 14:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.18 14:00:00|L|S3,2025-12-18 14:00:00,2025-12-18 14:00:00,L,pre_cross,3.0,4336.591,4327.604,8.98700000000008,2025-12-18 14:30:00,4327.604,SL hit,-8.98700000000008,2025.12.18 14:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.18 14:30:00|BUY|S2,2025.12.18 13:30,2025.12.18 14:30,BUY,pre_cross,2.0,2025.12.18 14:30,4332.847,4327.60419,2025.12.18 14:30,4332.847,M30 merged cross,0.0,0.0,385.80469,2025.12.18 14:30:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.18 14:30:00|BUY|S3,2025.12.18 13:30,2025.12.18 14:30,BUY,pre_cross,3.0,2025.12.18 14:30,4332.847,4327.60419,2025.12.18 14:30,4332.847,M30 merged cross,0.0,0.0,385.80469,2025.12.18 14:30:00|BUY|S3,right_only,,,,
2025.12.18 15:30:00|L|S1,2025-12-18 15:30:00,2025-12-18 15:30:00,L,pre_cross,1.0,4333.211,4327.604,5.606999999999971,2025-12-18 16:00:00,4344.425,2.0R TP,11.213999999999942,2025.12.18 15:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.12.18 15:30:00|L|S2,2025-12-18 15:30:00,2025-12-18 15:30:00,L,pre_cross,2.0,4333.211,4327.604,5.606999999999971,2025-12-18 16:00:00,4355.639,4.0R forced,22.427999999999884,2025.12.18 15:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.12.18 15:30:00|L|S3,2025-12-18 15:30:00,2025-12-18 15:30:00,L,pre_cross,3.0,4333.211,4327.604,5.606999999999971,2025-12-18 17:00:00,4327.604,SL hit,-5.606999999999971,2025.12.18 15:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.12.18 16:00:00|BUY|S1,2025.12.18 15:00,2025.12.18 16:00,BUY,pre_cross,1.0,2025.12.18 16:00,4338.265,4327.60419,2025.12.18 16:00,4359.58663,2.0R TP,21.32163,10.66081,396.4655,2025.12.18 16:00:00|BUY|S1,right_only,,,,
,,,,,,,,,,,,,2025.12.18 16:00:00|BUY|S2,2025.12.18 15:00,2025.12.18 16:00,BUY,pre_cross,2.0,2025.12.18 16:00,4338.265,4327.60419,2025.12.18 16:00,4367.218,M30 merged cross,28.953,28.953,504.581,2025.12.18 16:00:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.12.18 16:00:00|BUY|S3,2025.12.18 15:00,2025.12.18 16:00,BUY,pre_cross,3.0,2025.12.18 16:00,4338.265,4327.60419,2025.12.18 16:00,4367.218,M30 merged cross,28.953,43.4295,548.0105,2025.12.18 16:00:00|BUY|S3,right_only,,,,
