bar_time,close,m30_sma5,m30_sma13,m30_dist%,m30_cross,h2_dist%,h2_dir,signal
2026-06-08 12:00:00,4329.792,4312.325,4315.149,0.0655,NONE,1.0839,BULL,NO_SIGNAL
2026-06-08 12:30:00,4332.836,4316.428,4316.51,0.0019,DEAD,1.0839,BULL,M30_DEAD_no_H2
2026-06-08 13:00:00,4331.065,4319.355,4317.629,-0.04,NONE,1.0839,BULL,NO_SIGNAL
2026-06-08 13:30:00,4326.88,4320.86,4318.341,-0.0583,NONE,1.0839,BULL,NO_SIGNAL
2026-06-08 14:00:00,4320.169,4320.722,4318.481,-0.0519,NONE,0.9537,BULL,NO_SIGNAL
2026-06-08 14:30:00,4330.765,4322.73,4319.426,-0.0764,NONE,0.9537,BULL,NO_SIGNAL
2026-06-08 15:00:00,4330.474,4324.279,4320.276,-0.0926,NONE,0.9537,BULL,NO_SIGNAL
2026-06-08 15:30:00,4341.755,4327.774,4321.928,-0.1351,NONE,0.9537,BULL,NO_SIGNAL
2026-06-08 16:00:00,4341.014,4330.422,4323.397,-0.1622,NONE,0.8508,BULL,NO_SIGNAL
2026-06-08 16:30:00,4340.484,4332.435,4324.711,-0.1783,NONE,0.8508,BULL,NO_SIGNAL
2026-06-08 17:00:00,4338.933,4333.734,4325.805,-0.183,NONE,0.8508,BULL,NO_SIGNAL
2026-06-08 17:30:00,4339.016,4334.791,4326.821,-0.1838,NONE,0.8508,BULL,NO_SIGNAL
2026-06-08 18:00:00,4342.696,4336.372,4328.042,-0.1921,NONE,0.797,BULL,NO_SIGNAL
2026-06-08 18:30:00,4334.737,4336.045,4328.557,-0.1727,NONE,0.797,BULL,NO_SIGNAL
2026-06-08 19:00:00,4327.849,4334.406,4328.503,-0.1362,NONE,0.797,BULL,NO_SIGNAL
2026-06-08 19:30:00,4326.794,4332.883,4328.371,-0.1041,NONE,0.797,BULL,NO_SIGNAL
2026-06-08 20:00:00,4326.295,4331.566,4328.212,-0.0774,NONE,0.7358,BULL,NO_SIGNAL
2026-06-08 20:30:00,4329.953,4331.243,4328.346,-0.0669,NONE,0.7358,BULL,NO_SIGNAL
2026-06-08 22:00:00,4325.03,4330.0,4328.091,-0.0441,NONE,0.7149,BULL,NO_SIGNAL
2026-06-08 22:30:00,4327.973,4329.595,4328.082,-0.035,NONE,0.7149,BULL,NO_SIGNAL
2026-06-08 23:00:00,4320.721,4327.82,4327.515,-0.007,GOLDEN,0.7149,BULL,BUY
2026-06-08 23:30:00,4317.619,4325.78,4326.754,0.0225,NONE,0.7149,BULL,NO_SIGNAL
2026-06-09 00:00:00,4316.949,4324.014,4326.0,0.0459,NONE,0.6346,BULL,NO_SIGNAL
2026-06-09 00:30:00,4319.662,4323.143,4325.512,0.0548,NONE,0.6346,BULL,NO_SIGNAL
2026-06-09 01:00:00,4335.246,4325.564,4326.261,0.0161,DEAD,0.6346,BULL,M30_DEAD_no_H2
2026-06-09 01:30:00,4336.314,4327.714,4327.034,-0.0157,NONE,0.6346,BULL,NO_SIGNAL
2026-06-09 02:00:00,4335.28,4329.227,4327.669,-0.036,NONE,0.5652,BULL,NO_SIGNAL
2026-06-09 02:30:00,4336.118,4330.605,4328.319,-0.0528,NONE,0.5652,BULL,NO_SIGNAL
2026-06-09 03:00:00,4336.504,4331.785,4328.948,-0.0655,NONE,0.5652,BULL,NO_SIGNAL
2026-06-09 03:30:00,4336.458,4332.72,4329.526,-0.0737,NONE,0.5652,BULL,NO_SIGNAL
2026-06-09 04:00:00,4330.552,4332.286,4329.605,-0.0619,NONE,0.485,NEUTRAL,NO_SIGNAL
2026-06-09 04:30:00,4332.168,4332.262,4329.802,-0.0568,NONE,0.485,NEUTRAL,NO_SIGNAL
2026-06-09 05:00:00,4332.619,4332.334,4330.019,-0.0534,NONE,0.485,NEUTRAL,NO_SIGNAL
2026-06-09 05:30:00,4343.539,4334.575,4331.059,-0.0811,NONE,0.485,NEUTRAL,NO_SIGNAL
2026-06-09 06:00:00,4339.142,4335.488,4331.681,-0.0878,NONE,0.4665,NEUTRAL,NO_SIGNAL
2026-06-09 06:30:00,4330.801,4334.551,4331.613,-0.0678,NONE,0.4665,NEUTRAL,NO_SIGNAL
2026-06-09 07:00:00,4330.91,4333.823,4331.559,-0.0522,NONE,0.4665,NEUTRAL,NO_SIGNAL
2026-06-09 07:30:00,4326.712,4332.401,4331.186,-0.028,NONE,0.4665,NEUTRAL,NO_SIGNAL
2026-06-09 08:00:00,4334.15,4332.75,4331.414,-0.0308,NONE,0.4306,NEUTRAL,NO_SIGNAL
2026-06-09 08:30:00,4326.673,4331.535,4331.049,-0.0112,GOLDEN,0.4306,NEUTRAL,M30_GOLDEN_no_H2
2026-06-09 09:00:00,4326.764,4330.581,4330.72,0.0032,DEAD,0.4306,NEUTRAL,M30_DEAD_no_H2
2026-06-09 09:30:00,4331.973,4330.859,4330.816,-0.001,NONE,0.4306,NEUTRAL,NO_SIGNAL
2026-06-09 10:00:00,4333.721,4331.432,4331.04,-0.0091,NONE,0.3756,NEUTRAL,NO_SIGNAL
2026-06-09 10:30:00,4339.002,4332.946,4331.652,-0.0299,NONE,0.3756,NEUTRAL,NO_SIGNAL
2026-06-09 11:00:00,4338.498,4334.056,4332.179,-0.0433,NONE,0.3756,NEUTRAL,NO_SIGNAL
2026-06-09 11:30:00,4339.65,4335.175,4332.753,-0.0559,NONE,0.3756,NEUTRAL,NO_SIGNAL
2026-06-09 12:00:00,4335.929,4335.326,4332.998,-0.0537,NONE,0.3589,NEUTRAL,NO_SIGNAL
2026-06-09 12:30:00,4341.172,4336.495,4333.626,-0.0661,NONE,0.3589,NEUTRAL,NO_SIGNAL
2026-06-09 13:00:00,4330.658,4335.328,4333.398,-0.0445,NONE,0.3589,NEUTRAL,NO_SIGNAL
2026-06-09 13:30:00,4329.226,4334.107,4333.077,-0.0238,GOLDEN,0.3589,NEUTRAL,M30_GOLDEN_no_H2
2026-06-09 14:00:00,4318.378,4330.961,4331.946,0.0227,NONE,0.5037,BULL,NO_SIGNAL
2026-06-09 14:30:00,4300.636,4324.896,4329.538,0.1073,NONE,0.5037,BULL,NO_SIGNAL
2026-06-09 15:00:00,4278.797,4315.676,4325.635,0.2307,NONE,0.5037,BULL,NO_SIGNAL
2026-06-09 15:30:00,4272.463,4307.034,4321.545,0.3369,NONE,0.5037,BULL,NO_SIGNAL
2026-06-09 16:00:00,4263.603,4298.348,4317.088,0.436,NONE,0.6308,BULL,NO_SIGNAL
2026-06-09 16:30:00,4252.112,4289.1,4312.089,0.536,NONE,0.6308,BULL,NO_SIGNAL
2026-06-09 17:00:00,4262.92,4283.864,4308.307,0.5706,NONE,0.6308,BULL,NO_SIGNAL
2026-06-09 17:30:00,4262.959,4279.683,4304.819,0.5873,NONE,0.6308,BULL,NO_SIGNAL
2026-06-09 18:00:00,4271.021,4277.951,4302.219,0.5673,NONE,0.7288,BULL,NO_SIGNAL
2026-06-09 18:30:00,4270.054,4276.371,4299.745,0.5466,NONE,0.7288,BULL,NO_SIGNAL
2026-06-09 19:00:00,4257.21,4272.539,4296.473,0.5602,NONE,0.7288,BULL,NO_SIGNAL
2026-06-09 19:30:00,4258.411,4269.714,4293.545,0.5582,NONE,0.7288,BULL,NO_SIGNAL
2026-06-09 20:00:00,4258.969,4267.565,4290.885,0.5465,NONE,0.7843,BULL,NO_SIGNAL
2026-06-09 20:30:00,4260.441,4266.14,4288.544,0.5251,NONE,0.7843,BULL,NO_SIGNAL
2026-06-09 22:00:00,4256.505,4264.213,4286.079,0.5128,NONE,0.9258,BULL,NO_SIGNAL
2026-06-09 22:30:00,4236.965,4258.763,4282.301,0.5527,NONE,0.9258,BULL,NO_SIGNAL
2026-06-09 23:00:00,4224.096,4251.83,4277.824,0.6114,NONE,0.9258,BULL,NO_SIGNAL
2026-06-09 23:30:00,4221.949,4245.854,4273.526,0.6517,NONE,0.9258,BULL,NO_SIGNAL
2026-06-10 00:00:00,4218.104,4240.304,4269.262,0.6829,NONE,1.1141,BULL,NO_SIGNAL
2026-06-10 00:30:00,4217.986,4235.84,4265.318,0.6959,NONE,1.1141,BULL,NO_SIGNAL
2026-06-10 01:00:00,4201.976,4229.067,4260.446,0.742,NONE,1.1141,BULL,NO_SIGNAL
2026-06-10 01:30:00,4188.78,4221.01,4254.933,0.8037,NONE,1.1141,BULL,NO_SIGNAL
2026-06-10 02:00:00,4187.881,4214.384,4249.775,0.8398,NONE,1.2494,BULL,NO_SIGNAL
2026-06-10 02:30:00,4174.16,4206.339,4243.959,0.8943,NONE,1.2494,BULL,NO_SIGNAL
2026-06-10 03:00:00,4177.31,4200.533,4238.832,0.9117,NONE,1.2494,BULL,NO_SIGNAL
2026-06-10 03:30:00,4184.697,4197.366,4234.667,0.8887,NONE,1.2494,BULL,NO_SIGNAL
2026-06-10 04:00:00,4174.589,4192.811,4230.046,0.8881,NONE,1.2706,BULL,NO_SIGNAL
2026-06-10 04:30:00,4174.665,4189.182,4225.786,0.8738,NONE,1.2706,BULL,NO_SIGNAL
2026-06-10 05:00:00,4186.928,4188.731,4222.797,0.8133,NONE,1.2706,BULL,NO_SIGNAL
2026-06-10 05:30:00,4205.031,4191.991,4221.43,0.7023,NONE,1.2706,BULL,NO_SIGNAL
