year,n,pf,ev,pnl
2021,6,0.44929955384780007,-0.19079854865246185,-1.1447912919147711
2022,2,0.0,-0.5810044853496805,-1.162008970699361
2023,11,1.9645679040514719,0.3215040823320963,3.5365449056530593
2024,14,1.350627675914646,0.12666796635608485,1.773351528985188
2025,12,0.8342107709426633,-0.03825703012378234,-0.4590843614853881
2026,2,0.0,-0.3048602770420814,-0.6097205540841628
