variant,thr,n,wr,pf0,ev0,test_pf0,avg_stop_pct,pos_years,pf_0.02,test_pf_0.02,pf_0.05,test_pf_0.05,pf_0.1,test_pf_0.1
V1,0.5,42,21.428571428571427,0.9575673690141597,-0.013707471254441998,1.8079840492325188,0.5955930969723008,1/6,0.9004960450206498,1.7084349053855938,0.8241711055196427,1.5745843179447145,0.7168724907605915,1.3850133870688868
V1,0.6,6,16.666666666666664,1.0998385968310647,0.03809552715961454,0.0,0.6785879153756205,1/3,1.045438998706519,0.0,0.9718728509912481,0.0,0.8668447467021059,0.0
V1,0.7,4,25.0,1.7197883375220595,0.263466583988464,0.0,0.7361241878580167,1/3,1.6389638644740092,0.0,1.5289935740597043,0.0,1.3706444411100773,0.0
V2,0.5,108,19.444444444444446,1.1267296149052901,0.04122752287690118,0.3482464758585233,0.5873944504497154,2/6,1.0621724220364908,0.32212250247849955,0.9760050331591688,0.28780789831439885,0.855327399427456,0.2407345390158192
V2,0.6,47,17.02127659574468,1.1260641275707384,0.04115513311605456,0.6050220387319013,0.5819049737853079,2/6,1.0616664113864374,0.556639581055197,0.9759618512309803,0.49462373810248006,0.8562798481101989,0.41226697565979553
V2,0.7,19,15.789473684210526,0.8435630580043864,-0.05485351723096586,0.0,0.5472118816194796,1/6,0.7963086992930977,0.0,0.7330261404256735,0.0,0.6438949874039585,0.0
V3,0.5,92,20.652173913043477,0.8412073287355926,-0.05070461329856473,0.3968057546338261,0.5900415145018991,1/6,0.7891249895234221,0.36672657482062165,0.7198151142420379,0.3284670840512568,0.6236457518338303,0.27651928093297523
V3,0.6,25,20.0,1.2208731688507188,0.0758030073144863,1.1434494225712843,0.6250531545219662,3/6,1.155354884508578,1.0503357980875425,1.0673361425246426,0.9307791831787983,0.9430011210330067,0.7716512806837098
V4,0.5,2,0.0,0.0,-0.44257260523052366,0.0,0.5826540266658154,0/1,0.0,0.0,0.0,0.0,0.0,0.0
