year,n,pf,ev,pnl
2021,3,0.0,-0.5081009237058112,-1.5243027711174335
2022,4,3.305405782296375,0.8686930110757203,3.474772044302881
2023,7,0.23443750488708026,-0.3312179519057606,-2.318525663340324
2024,15,4.16815504785342,0.8523094317606668,12.784641476410002
2025,10,5.071200390511747,0.6219353801183892,6.2193538011838925
2026,1,999.0,2.9229999999999876,2.9229999999999876
