交易日期,开盘价,最高价,最低价,收盘价,成交量,点差,real_volume,股票代码,时间差
2021-07-02 14:00:00,74.303,74.403,73.881,74.396,1345,86,0,USOILm,0.0
2021-07-02 14:30:00,74.4,74.456,74.212,74.352,1060,86,0,USOILm,0.0
2021-07-02 15:00:00,74.351,74.709,74.311,74.665,1059,86,0,USOILm,0.0
2021-07-02 15:30:00,74.67,74.736,74.538,74.566,840,86,0,USOILm,0.0
2021-07-02 16:00:00,74.567,74.596,74.312,74.324,931,86,0,USOILm,0.0
2021-07-02 16:30:00,74.332,74.594,74.332,74.587,781,86,0,USOILm,0.0
2021-07-02 17:00:00,74.593,74.712,74.563,74.583,770,86,0,USOILm,0.0
2021-07-02 17:30:00,74.578,74.641,74.399,74.452,813,86,0,USOILm,0.0
2021-07-02 18:00:00,74.46,74.711,74.413,74.688,1266,86,0,USOILm,0.0
2021-07-02 18:30:00,74.675,74.847,74.611,74.829,671,86,0,USOILm,0.0
2021-07-02 19:00:00,74.828,74.97,74.825,74.858,570,86,0,USOILm,0.0
2021-07-02 19:30:00,74.859,74.903,74.685,74.728,386,86,0,USOILm,0.0
2021-07-02 20:00:00,74.73,74.753,74.589,74.694,389,86,0,USOILm,0.0
2021-07-02 20:30:00,74.693,74.697,74.567,74.598,174,86,0,USOILm,0.0
2021-07-04 22:30:00,74.69,74.751,74.678,74.716,204,86,0,USOILm,0.0
2021-07-04 23:00:00,74.717,74.726,74.638,74.642,166,86,0,USOILm,0.0
2021-07-04 23:30:00,74.644,74.673,74.604,74.627,141,86,0,USOILm,0.0
2021-07-05 00:00:00,74.629,74.638,74.351,74.499,445,86,0,USOILm,0.0
2021-07-05 00:30:00,74.499,74.537,74.441,74.497,223,86,0,USOILm,0.0
2021-07-05 01:00:00,74.496,74.496,74.245,74.359,759,86,0,USOILm,0.0
2021-07-05 01:30:00,74.352,74.506,74.32,74.492,612,86,0,USOILm,0.0
2021-07-05 02:00:00,74.483,74.544,74.442,74.498,377,86,0,USOILm,0.0
2021-07-05 02:30:00,74.499,74.634,74.499,74.533,425,86,0,USOILm,0.0
2021-07-05 03:00:00,74.533,74.579,74.503,74.557,247,86,0,USOILm,0.0
2021-07-05 03:30:00,74.557,74.595,74.502,74.563,203,86,0,USOILm,0.0
2021-07-05 04:00:00,74.564,74.615,74.513,74.578,147,86,0,USOILm,0.0
2021-07-05 04:30:00,74.577,74.591,74.539,74.57,163,86,0,USOILm,0.0
2021-07-05 05:00:00,74.572,74.602,74.542,74.556,219,86,0,USOILm,0.0
2021-07-05 05:30:00,74.559,74.716,74.556,74.706,520,86,0,USOILm,0.0
2021-07-05 06:00:00,74.706,74.755,74.673,74.714,404,86,0,USOILm,0.0
2021-07-05 06:30:00,74.715,74.859,74.683,74.84,549,86,0,USOILm,0.0
2021-07-05 07:00:00,74.84,74.922,74.75,74.81,594,86,0,USOILm,0.0
2021-07-05 07:30:00,74.81,74.851,74.688,74.712,539,86,0,USOILm,0.0
2021-07-05 08:00:00,74.714,74.809,74.693,74.737,604,86,0,USOILm,0.0
2021-07-05 08:30:00,74.739,74.882,74.699,74.871,559,86,0,USOILm,0.0
2021-07-05 09:00:00,74.879,75.006,74.837,74.946,603,86,0,USOILm,0.0
2021-07-05 09:30:00,74.945,75.009,74.906,74.937,439,86,0,USOILm,0.0
2021-07-05 10:00:00,74.938,74.973,74.791,74.816,467,86,0,USOILm,0.0
2021-07-05 10:30:00,74.815,74.95,74.802,74.922,405,86,0,USOILm,0.0
2021-07-05 11:00:00,74.923,75.028,74.921,75.006,329,86,0,USOILm,0.0
2021-07-05 11:30:00,75.007,75.038,74.955,74.958,370,86,0,USOILm,0.0
2021-07-05 12:00:00,74.964,74.978,74.815,74.86,467,86,0,USOILm,0.0
