交易日期,开盘价,最高价,最低价,收盘价,成交量,点差,real_volume,股票代码,时间差
2017-02-27 07:00:00,1257.628,1257.897,1256.596,1257.238,2526,0,0,XAUUSDm,0.0
2017-02-27 08:00:00,1257.235,1257.329,1255.594,1256.278,3223,0,0,XAUUSDm,0.0
2017-02-27 09:00:00,1256.279,1256.349,1253.319,1254.796,4251,0,0,XAUUSDm,0.0
2017-02-27 10:00:00,1254.796,1255.203,1253.711,1255.149,3089,0,0,XAUUSDm,0.0
2017-02-27 11:00:00,1255.15,1256.543,1255.071,1256.107,2952,0,0,XAUUSDm,0.0
2017-02-27 12:00:00,1256.105,1256.124,1254.921,1255.085,2317,0,0,XAUUSDm,0.0
2017-02-27 13:00:00,1255.1,1255.815,1253.97,1255.491,3211,0,0,XAUUSDm,0.0
2017-02-27 14:00:00,1255.482,1256.835,1253.762,1256.501,4856,0,0,XAUUSDm,0.0
2017-02-27 15:00:00,1256.493,1258.946,1255.674,1257.155,4674,0,0,XAUUSDm,0.0
2017-02-27 16:00:00,1257.182,1260.003,1256.679,1259.696,5775,0,0,XAUUSDm,0.0
2017-02-27 17:00:00,1259.667,1263.771,1258.933,1262.946,5565,0,0,XAUUSDm,0.0
2017-02-27 18:00:00,1262.922,1263.512,1259.863,1260.232,4702,0,0,XAUUSDm,0.0
2017-02-27 19:00:00,1260.243,1260.825,1256.512,1257.271,4846,0,0,XAUUSDm,0.0
2017-02-27 20:00:00,1257.28,1257.903,1254.582,1255.125,4527,0,0,XAUUSDm,0.0
2017-02-27 21:00:00,1255.164,1255.331,1250.907,1251.089,5507,0,0,XAUUSDm,0.0
2017-02-27 22:00:00,1251.048,1252.985,1251.023,1252.053,2513,0,0,XAUUSDm,0.0
2017-02-28 01:00:00,1253.344,1253.547,1251.75,1252.399,3675,0,0,XAUUSDm,0.0
2017-02-28 02:00:00,1252.403,1253.515,1252.329,1253.103,3388,0,0,XAUUSDm,0.0
2017-02-28 03:00:00,1253.108,1253.445,1252.601,1253.103,2563,0,0,XAUUSDm,0.0
2017-02-28 04:00:00,1253.103,1253.223,1252.386,1252.934,2407,0,0,XAUUSDm,0.0
2017-02-28 05:00:00,1252.939,1253.553,1252.916,1253.333,2095,0,0,XAUUSDm,0.0
2017-02-28 06:00:00,1253.337,1254.15,1253.039,1254.009,2850,0,0,XAUUSDm,0.0
2017-02-28 07:00:00,1254.022,1254.474,1253.345,1253.884,3068,0,0,XAUUSDm,0.0
2017-02-28 08:00:00,1253.837,1254.069,1252.624,1253.425,3827,0,0,XAUUSDm,0.0
2017-02-28 09:00:00,1253.4,1253.555,1251.25,1252.03,4497,0,0,XAUUSDm,0.0
2017-02-28 10:00:00,1252.021,1253.395,1250.235,1250.998,3952,0,0,XAUUSDm,0.0
2017-02-28 11:00:00,1251.031,1252.478,1250.696,1251.92,3704,0,0,XAUUSDm,0.0
2017-02-28 12:00:00,1251.916,1254.651,1251.908,1252.769,4004,0,0,XAUUSDm,0.0
2017-02-28 13:00:00,1252.773,1254.699,1252.704,1253.382,4114,0,0,XAUUSDm,0.0
2017-02-28 14:00:00,1253.381,1256.153,1252.697,1255.699,5271,0,0,XAUUSDm,0.0
2017-02-28 15:00:00,1255.703,1257.4,1253.659,1256.193,5296,0,0,XAUUSDm,0.0
2017-02-28 16:00:00,1256.131,1258.132,1254.416,1257.45,5818,0,0,XAUUSDm,0.0
2017-02-28 17:00:00,1257.426,1258.114,1255.891,1256.14,5137,0,0,XAUUSDm,0.0
2017-02-28 18:00:00,1256.133,1258.284,1255.038,1256.236,4919,0,0,XAUUSDm,0.0
2017-02-28 19:00:00,1256.237,1256.754,1247.572,1250.779,5691,0,0,XAUUSDm,0.0
2017-02-28 20:00:00,1250.727,1251.909,1249.048,1250.623,4642,0,0,XAUUSDm,0.0
2017-02-28 21:00:00,1250.667,1252.104,1248.426,1251.576,4951,0,0,XAUUSDm,0.0
2017-02-28 22:00:00,1251.549,1251.581,1247.56,1247.56,3725,0,0,XAUUSDm,0.0
2017-03-01 01:00:00,1245.947,1246.476,1244.124,1245.148,4763,0,0,XAUUSDm,0.0
2017-03-01 02:00:00,1245.172,1245.642,1242.511,1245.101,5349,0,0,XAUUSDm,0.0
2017-03-01 03:00:00,1245.085,1248.366,1243.934,1247.149,6618,0,0,XAUUSDm,0.0
2017-03-01 04:00:00,1247.146,1247.277,1242.442,1243.171,4818,0,0,XAUUSDm,0.0
2017-03-01 05:00:00,1243.177,1243.339,1242.529,1242.921,3638,0,0,XAUUSDm,0.0
2017-03-01 06:00:00,1242.904,1244.593,1242.817,1244.383,3527,0,0,XAUUSDm,0.0
2017-03-01 07:00:00,1244.372,1244.807,1243.223,1243.672,3362,0,0,XAUUSDm,0.0
2017-03-01 08:00:00,1243.643,1245.552,1242.566,1245.552,4804,0,0,XAUUSDm,0.0
2017-03-01 09:00:00,1245.566,1247.242,1243.404,1246.451,5033,0,0,XAUUSDm,0.0
2017-03-01 10:00:00,1246.412,1246.412,1243.919,1244.628,4438,0,0,XAUUSDm,0.0
2017-03-01 11:00:00,1244.624,1246.292,1244.32,1245.722,4054,0,0,XAUUSDm,0.0
2017-03-01 12:00:00,1245.679,1245.723,1243.237,1243.63,4367,0,0,XAUUSDm,0.0
2017-03-01 13:00:00,1243.604,1243.729,1240.341,1242.285,4742,0,0,XAUUSDm,0.0
2017-03-01 14:00:00,1242.272,1243.14,1237.215,1237.84,5797,0,0,XAUUSDm,0.0
2017-03-01 15:00:00,1237.833,1242.164,1236.866,1241.42,5637,0,0,XAUUSDm,0.0
2017-03-01 16:00:00,1240.534,1244.961,1238.868,1243.828,6181,0,0,XAUUSDm,0.0
2017-03-01 17:00:00,1243.848,1246.352,1243.06,1245.469,5321,0,0,XAUUSDm,0.0
2017-03-01 18:00:00,1245.447,1247.039,1244.805,1246.892,4952,0,0,XAUUSDm,0.0
