bar_time,close,m30_sma5,m30_sma13,m30_diff,m30_dist%,m30_cross,h2_time,h2_sma5,h2_sma13,h2_diff,h2_dist%,h2_score,h2_dir,h2_cross,h2_tier,decision,lot_mul,skip_reason
2018-12-20 20:30:00,1260.90700,1261.93444,1258.43853,3.49591,0.27780,NONE,2018-12-20 19:30:00,1257.14454,1252.09819,5.04635,0.29929,0.40303,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-20 21:00:00,1260.56600,1261.66075,1258.60218,3.05857,0.24301,NONE,2018-12-20 19:30:00,1257.14454,1252.09819,5.04635,0.27216,0.40303,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-20 21:30:00,1259.67100,1261.26280,1258.68440,2.57840,0.20485,NONE,2018-12-20 21:30:00,1258.04183,1252.83149,5.21035,0.12950,0.41589,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-20 23:30:00,1261.94700,1261.39964,1258.93537,2.46427,0.19574,NONE,2018-12-20 21:30:00,1258.04183,1252.83149,5.21035,0.31042,0.41589,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 00:00:00,1262.16800,1261.55331,1259.18403,2.36928,0.18816,NONE,2018-12-20 21:30:00,1258.04183,1252.83149,5.21035,0.32798,0.41589,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 00:30:00,1261.63100,1261.56885,1259.37226,2.19659,0.17442,NONE,2018-12-20 21:30:00,1258.04183,1252.83149,5.21035,0.28530,0.41589,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 01:00:00,1260.56300,1261.36768,1259.46385,1.90382,0.15116,NONE,2018-12-21 01:00:00,1258.54747,1253.42676,5.12071,0.16015,0.40854,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 01:30:00,1261.07000,1261.30814,1259.58740,1.72074,0.13661,NONE,2018-12-21 01:00:00,1258.54747,1253.42676,5.12071,0.20043,0.40854,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 02:00:00,1260.58300,1261.16311,1259.66399,1.49913,0.11901,NONE,2018-12-21 01:00:00,1258.54747,1253.42676,5.12071,0.16174,0.40854,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 02:30:00,1260.57000,1261.04449,1259.73368,1.31081,0.10405,NONE,2018-12-21 01:00:00,1258.54747,1253.42676,5.12071,0.16070,0.40854,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 03:00:00,1260.31400,1260.89839,1259.77832,1.12007,0.08891,NONE,2018-12-21 03:00:00,1258.69597,1253.87777,4.81820,0.12855,0.38426,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 03:30:00,1260.35800,1260.79031,1259.82291,0.96740,0.07679,NONE,2018-12-21 03:00:00,1258.69597,1253.87777,4.81820,0.13204,0.38426,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 04:00:00,1259.51600,1260.53545,1259.79930,0.73615,0.05843,NONE,2018-12-21 03:00:00,1258.69597,1253.87777,4.81820,0.06515,0.38426,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 04:30:00,1259.29000,1260.28636,1259.76013,0.52623,0.04177,NONE,2018-12-21 03:00:00,1258.69597,1253.87777,4.81820,0.04719,0.38426,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 05:00:00,1259.47500,1260.12409,1259.73819,0.38590,0.03063,NONE,2018-12-21 05:00:00,1258.86378,1254.31295,4.55083,0.04855,0.36281,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 05:30:00,1259.36500,1259.97227,1259.70949,0.26278,0.02086,NONE,2018-12-21 05:00:00,1258.86378,1254.31295,4.55083,0.03982,0.36281,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 06:00:00,1259.17700,1259.81322,1259.66853,0.14469,0.01149,NONE,2018-12-21 05:00:00,1258.86378,1254.31295,4.55083,0.02488,0.36281,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 06:30:00,1259.53500,1259.75757,1259.65825,0.09932,0.00788,NONE,2018-12-21 05:00:00,1258.86378,1254.31295,4.55083,0.05332,0.36281,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 07:00:00,1260.98000,1260.00206,1259.75993,0.24213,0.01922,NONE,2018-12-21 07:00:00,1258.94602,1254.69464,4.25138,0.16156,0.33884,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 07:30:00,1261.44900,1260.29145,1259.88986,0.40159,0.03188,NONE,2018-12-21 07:00:00,1258.94602,1254.69464,4.25138,0.19882,0.33884,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 08:00:00,1261.82300,1260.59776,1260.03856,0.55920,0.04438,NONE,2018-12-21 07:00:00,1258.94602,1254.69464,4.25138,0.22852,0.33884,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 08:30:00,1259.27500,1260.33321,1259.97982,0.35338,0.02805,NONE,2018-12-21 07:00:00,1258.94602,1254.69464,4.25138,0.02613,0.33884,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 09:00:00,1258.66300,1259.99916,1259.87853,0.12063,0.00958,NONE,2018-12-21 09:00:00,1258.71482,1254.93275,3.78207,-0.00412,0.30138,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 09:30:00,1257.47900,1259.49513,1259.69395,-0.19882,-0.01578,DEAD,2018-12-21 09:00:00,1258.71482,1254.93275,3.78207,-0.09818,0.30138,BULL,NONE,T3,SKIP,0.00,m30_dead_buy_view
2018-12-21 10:00:00,1257.90300,1259.17671,1259.55619,-0.37948,-0.03013,NONE,2018-12-21 09:00:00,1258.71482,1254.93275,3.78207,-0.06450,0.30138,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 10:30:00,1257.79000,1258.89936,1259.42032,-0.52096,-0.04137,NONE,2018-12-21 09:00:00,1258.71482,1254.93275,3.78207,-0.07347,0.30138,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 11:00:00,1259.83400,1259.08629,1259.45215,-0.36585,-0.02905,NONE,2018-12-21 11:00:00,1258.93705,1255.30915,3.62790,0.07125,0.28900,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 11:30:00,1260.15000,1259.29903,1259.50583,-0.20679,-0.01642,NONE,2018-12-21 11:00:00,1258.93705,1255.30915,3.62790,0.09635,0.28900,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 12:00:00,1259.36500,1259.31223,1259.49499,-0.18277,-0.01451,NONE,2018-12-21 11:00:00,1258.93705,1255.30915,3.62790,0.03399,0.28900,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 12:30:00,1259.82600,1259.41498,1259.52046,-0.10547,-0.00837,NONE,2018-12-21 11:00:00,1258.93705,1255.30915,3.62790,0.07061,0.28900,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 13:00:00,1261.14000,1259.75999,1259.64504,0.11495,0.00913,GOLDEN,2018-12-21 13:00:00,1258.74964,1255.51614,3.23350,0.18990,0.25754,BULL,NONE,T3,BUY,1.00,
2018-12-21 13:30:00,1260.81000,1259.96999,1259.73465,0.23534,0.01868,NONE,2018-12-21 13:00:00,1258.74964,1255.51614,3.23350,0.16368,0.25754,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 14:00:00,1260.53900,1260.08379,1259.79652,0.28727,0.02280,NONE,2018-12-21 13:00:00,1258.74964,1255.51614,3.23350,0.14215,0.25754,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 14:30:00,1258.00000,1259.66703,1259.65833,0.00870,0.00069,NONE,2018-12-21 13:00:00,1258.74964,1255.51614,3.23350,-0.05955,0.25754,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 15:00:00,1258.90100,1259.51383,1259.60007,-0.08625,-0.00685,DEAD,2018-12-21 15:00:00,1258.51971,1255.67644,2.84328,0.03030,0.22643,BULL,NONE,T3,SKIP,0.00,m30_dead_buy_view
2018-12-21 15:30:00,1259.12000,1259.43506,1259.56314,-0.12808,-0.01017,NONE,2018-12-21 15:00:00,1258.51971,1255.67644,2.84328,0.04770,0.22643,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 16:00:00,1258.98500,1259.34505,1259.51867,-0.17362,-0.01378,NONE,2018-12-21 15:00:00,1258.51971,1255.67644,2.84328,0.03697,0.22643,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 16:30:00,1257.60000,1258.99604,1259.37108,-0.37504,-0.02978,NONE,2018-12-21 15:00:00,1258.51971,1255.67644,2.84328,-0.07308,0.22643,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 17:00:00,1257.25900,1258.64863,1259.20861,-0.55998,-0.04447,NONE,2018-12-21 17:00:00,1257.87197,1255.64602,2.22595,-0.04873,0.17728,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 17:30:00,1257.03800,1258.32650,1259.04164,-0.71514,-0.05680,NONE,2018-12-21 17:00:00,1257.87197,1255.64602,2.22595,-0.06630,0.17728,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 18:00:00,1254.76000,1257.61320,1258.71229,-1.09908,-0.08732,NONE,2018-12-21 17:00:00,1257.87197,1255.64602,2.22595,-0.24740,0.17728,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 18:30:00,1255.28100,1257.14676,1258.44834,-1.30158,-0.10343,NONE,2018-12-21 17:00:00,1257.87197,1255.64602,2.22595,-0.20598,0.17728,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 19:00:00,1255.84600,1256.88661,1258.24816,-1.36155,-0.10821,NONE,2018-12-21 19:00:00,1257.38758,1255.63094,1.75664,-0.12260,0.13990,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 19:30:00,1255.37400,1256.58409,1258.02707,-1.44298,-0.11470,NONE,2018-12-21 19:00:00,1257.38758,1255.63094,1.75664,-0.16014,0.13990,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 20:00:00,1255.13300,1256.29387,1257.80445,-1.51058,-0.12010,NONE,2018-12-21 19:00:00,1257.38758,1255.63094,1.75664,-0.17931,0.13990,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 20:30:00,1255.45000,1256.12510,1257.62334,-1.49824,-0.11913,NONE,2018-12-21 19:00:00,1257.38758,1255.63094,1.75664,-0.15410,0.13990,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 21:00:00,1255.20900,1255.94188,1257.43762,-1.49574,-0.11895,NONE,2018-12-21 21:00:00,1258.07746,1256.03141,2.04606,-0.22800,0.16290,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-21 21:30:00,1255.65500,1255.88450,1257.30050,-1.41599,-0.11262,NONE,2018-12-21 21:00:00,1258.07746,1256.03141,2.04606,-0.19255,0.16290,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-23 23:30:00,1258.85800,1256.47920,1257.42030,-0.94110,-0.07484,NONE,2018-12-21 21:00:00,1258.07746,1256.03141,2.04606,0.06204,0.16290,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 00:00:00,1260.83700,1257.35076,1257.68313,-0.33237,-0.02643,NONE,2018-12-21 21:00:00,1258.07746,1256.03141,2.04606,0.21935,0.16290,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 00:30:00,1260.52500,1257.98561,1257.90173,0.08388,0.00667,GOLDEN,2018-12-24 00:30:00,1258.87977,1256.49737,2.38239,0.13069,0.18961,BULL,NONE,T3,BUY,1.00,
2018-12-24 01:00:00,1260.43700,1258.47589,1258.09675,0.37913,0.03014,NONE,2018-12-24 00:30:00,1258.87977,1256.49737,2.38239,0.12370,0.18961,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 01:30:00,1260.88000,1258.95671,1258.31085,0.64586,0.05133,NONE,2018-12-24 00:30:00,1258.87977,1256.49737,2.38239,0.15889,0.18961,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 02:00:00,1262.08900,1259.58317,1258.60148,0.98169,0.07800,NONE,2018-12-24 00:30:00,1258.87977,1256.49737,2.38239,0.25493,0.18961,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 02:30:00,1263.88900,1260.44433,1259.00821,1.43613,0.11407,NONE,2018-12-24 02:30:00,1259.88302,1257.06650,2.81652,0.31796,0.22405,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 03:00:00,1263.50200,1261.05587,1259.35388,1.70198,0.13515,NONE,2018-12-24 02:30:00,1259.88302,1257.06650,2.81652,0.28725,0.22405,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 03:30:00,1263.99000,1261.64269,1259.71051,1.93218,0.15338,NONE,2018-12-24 02:30:00,1259.88302,1257.06650,2.81652,0.32598,0.22405,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 04:00:00,1263.89600,1262.09336,1260.03247,2.06089,0.16356,NONE,2018-12-24 02:30:00,1259.88302,1257.06650,2.81652,0.31852,0.22405,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 04:30:00,1263.99500,1262.47368,1260.33728,2.13640,0.16951,NONE,2018-12-24 04:30:00,1260.48681,1257.51538,2.97143,0.27832,0.23629,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 05:00:00,1263.87000,1262.75295,1260.60903,2.14392,0.17007,NONE,2018-12-24 04:30:00,1260.48681,1257.51538,2.97143,0.26840,0.23629,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 05:30:00,1263.39400,1262.88116,1260.82326,2.05790,0.16322,NONE,2018-12-24 04:30:00,1260.48681,1257.51538,2.97143,0.23064,0.23629,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 06:00:00,1262.90200,1262.88533,1260.98316,1.90217,0.15085,NONE,2018-12-24 04:30:00,1260.48681,1257.51538,2.97143,0.19161,0.23629,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 06:30:00,1263.03100,1262.91446,1261.14069,1.77378,0.14065,NONE,2018-12-24 06:30:00,1261.23365,1258.03120,3.20245,0.14251,0.25456,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 07:00:00,1263.12800,1262.95717,1261.29356,1.66361,0.13190,NONE,2018-12-24 06:30:00,1261.23365,1258.03120,3.20245,0.15020,0.25456,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 07:30:00,1262.55500,1262.87674,1261.39059,1.48614,0.11782,NONE,2018-12-24 06:30:00,1261.23365,1258.03120,3.20245,0.10477,0.25456,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 08:00:00,1264.22100,1263.14559,1261.60831,1.53727,0.12185,NONE,2018-12-24 06:30:00,1261.23365,1258.03120,3.20245,0.23686,0.25456,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 08:30:00,1263.47300,1263.21107,1261.75175,1.45932,0.11566,NONE,2018-12-24 08:30:00,1261.41932,1258.34895,3.07037,0.16281,0.24400,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 09:00:00,1262.59400,1263.08766,1261.81654,1.27112,0.10074,NONE,2018-12-24 08:30:00,1261.41932,1258.34895,3.07037,0.09312,0.24400,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 09:30:00,1262.14300,1262.89873,1261.84165,1.05707,0.08377,NONE,2018-12-24 08:30:00,1261.41932,1258.34895,3.07037,0.05737,0.24400,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 10:00:00,1262.16200,1262.75138,1261.86629,0.88509,0.07014,NONE,2018-12-24 08:30:00,1261.41932,1258.34895,3.07037,0.05888,0.24400,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 10:30:00,1260.04100,1262.20930,1261.72589,0.48342,0.03831,NONE,2018-12-24 10:30:00,1261.65946,1258.67750,2.98196,-0.12828,0.23691,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 11:00:00,1260.78400,1261.92424,1261.65343,0.27081,0.02146,NONE,2018-12-24 10:30:00,1261.65946,1258.67750,2.98196,-0.06939,0.23691,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 11:30:00,1260.93000,1261.72539,1261.59779,0.12761,0.01011,NONE,2018-12-24 10:30:00,1261.65946,1258.67750,2.98196,-0.05782,0.23691,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 12:00:00,1262.62000,1261.90432,1261.67642,0.22790,0.01806,NONE,2018-12-24 10:30:00,1261.65946,1258.67750,2.98196,0.07613,0.23691,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 12:30:00,1262.32700,1261.98885,1261.72646,0.26239,0.02080,NONE,2018-12-24 12:30:00,1262.21616,1259.12100,3.09517,0.00878,0.24582,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 13:00:00,1261.84000,1261.95908,1261.73520,0.22389,0.01774,NONE,2018-12-24 12:30:00,1262.21616,1259.12100,3.09517,-0.02980,0.24582,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 13:30:00,1263.10000,1262.18727,1261.84018,0.34708,0.02751,NONE,2018-12-24 12:30:00,1262.21616,1259.12100,3.09517,0.07002,0.24582,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 14:00:00,1264.44300,1262.63841,1262.04040,0.59801,0.04738,NONE,2018-12-24 12:30:00,1262.21616,1259.12100,3.09517,0.17642,0.24582,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 14:30:00,1266.29100,1263.36893,1262.36737,1.00156,0.07934,NONE,2018-12-24 14:30:00,1263.22633,1259.74761,3.47872,0.24261,0.27614,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 15:00:00,1266.60100,1264.01534,1262.69303,1.32231,0.10472,NONE,2018-12-24 14:30:00,1263.22633,1259.74761,3.47872,0.26715,0.27614,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 15:30:00,1265.82300,1264.37688,1262.93380,1.44308,0.11426,NONE,2018-12-24 14:30:00,1263.22633,1259.74761,3.47872,0.20556,0.27614,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 16:00:00,1267.26700,1264.95490,1263.26712,1.68778,0.13360,NONE,2018-12-24 14:30:00,1263.22633,1259.74761,3.47872,0.31987,0.27614,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 16:30:00,1267.92300,1265.54852,1263.62527,1.92325,0.15220,NONE,2018-12-24 16:30:00,1265.13087,1260.74772,4.38315,0.22070,0.34766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 17:00:00,1268.29800,1266.09842,1263.98471,2.11371,0.16723,NONE,2018-12-24 16:30:00,1265.13087,1260.74772,4.38315,0.25034,0.34766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-24 17:30:00,1268.23200,1266.52513,1264.31142,2.21371,0.17509,NONE,2018-12-24 16:30:00,1265.13087,1260.74772,4.38315,0.24512,0.34766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 07:30:00,1272.74900,1267.76991,1264.96047,2.80944,0.22210,NONE,2018-12-24 16:30:00,1265.13087,1260.74772,4.38315,0.60216,0.34766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 08:00:00,1273.15100,1268.84613,1265.59051,3.25562,0.25724,NONE,2018-12-26 08:00:00,1266.63209,1261.66228,4.96981,0.51466,0.39391,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 08:30:00,1272.44000,1269.56490,1266.11739,3.44751,0.27229,NONE,2018-12-26 08:00:00,1266.63209,1261.66228,4.96981,0.45853,0.39391,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 09:00:00,1272.74400,1270.20072,1266.62713,3.57359,0.28213,NONE,2018-12-26 08:00:00,1266.63209,1261.66228,4.96981,0.48253,0.39391,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 09:30:00,1272.63700,1270.68798,1267.08943,3.59855,0.28400,NONE,2018-12-26 08:00:00,1266.63209,1261.66228,4.96981,0.47408,0.39391,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 10:00:00,1272.42300,1271.03498,1267.49970,3.53528,0.27892,NONE,2018-12-26 10:00:00,1267.90147,1262.53280,5.36868,0.35661,0.42523,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 10:30:00,1273.22100,1271.47218,1267.93980,3.53238,0.27859,NONE,2018-12-26 10:00:00,1267.90147,1262.53280,5.36868,0.41955,0.42523,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 11:00:00,1273.26900,1271.83155,1268.34974,3.48181,0.27451,NONE,2018-12-26 10:00:00,1267.90147,1262.53280,5.36868,0.42334,0.42523,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 11:30:00,1272.97900,1272.06104,1268.70584,3.35520,0.26446,NONE,2018-12-26 10:00:00,1267.90147,1262.53280,5.36868,0.40047,0.42523,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 12:00:00,1271.29400,1271.90763,1268.90493,3.00270,0.23664,NONE,2018-12-26 12:00:00,1269.22218,1263.45374,5.76844,0.16324,0.45656,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 12:30:00,1271.93400,1271.91290,1269.13793,2.77497,0.21865,NONE,2018-12-26 12:00:00,1269.22218,1263.45374,5.76844,0.21366,0.45656,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 13:00:00,1275.13100,1272.55652,1269.59894,2.95759,0.23295,NONE,2018-12-26 12:00:00,1269.22218,1263.45374,5.76844,0.46555,0.45656,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 13:30:00,1274.50500,1272.94622,1269.97633,2.96989,0.23385,NONE,2018-12-26 12:00:00,1269.22218,1263.45374,5.76844,0.41623,0.45656,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 14:00:00,1275.66200,1273.48938,1270.41369,3.07569,0.24210,NONE,2018-12-26 14:00:00,1271.00174,1264.58191,6.41983,0.36666,0.50766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 14:30:00,1274.37400,1273.66630,1270.71833,2.94797,0.23199,NONE,2018-12-26 14:00:00,1271.00174,1264.58191,6.41983,0.26532,0.50766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 15:00:00,1276.81300,1274.29564,1271.18715,3.10849,0.24453,NONE,2018-12-26 14:00:00,1271.00174,1264.58191,6.41983,0.45722,0.50766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 15:30:00,1278.12000,1275.06051,1271.72044,3.34007,0.26264,NONE,2018-12-26 14:00:00,1271.00174,1264.58191,6.41983,0.56005,0.50766,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 16:00:00,1277.56100,1275.56061,1272.16972,3.39089,0.26654,NONE,2018-12-26 16:00:00,1270.75419,1264.98053,5.77366,0.53565,0.45642,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 16:30:00,1276.06400,1275.66129,1272.46928,3.19201,0.25085,NONE,2018-12-26 16:00:00,1270.75419,1264.98053,5.77366,0.41785,0.45642,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 17:00:00,1272.17400,1274.96383,1272.44656,2.51727,0.19783,NONE,2018-12-26 16:00:00,1270.75419,1264.98053,5.77366,0.11173,0.45642,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 17:30:00,1269.76400,1273.92386,1272.24021,1.68365,0.13234,NONE,2018-12-26 16:00:00,1270.75419,1264.98053,5.77366,-0.07792,0.45642,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 18:00:00,1269.96400,1273.13189,1272.06512,1.06677,0.08386,NONE,2018-12-26 18:00:00,1269.88956,1265.09211,4.79745,0.00586,0.37922,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 18:30:00,1266.97000,1271.89951,1271.67319,0.22633,0.01780,NONE,2018-12-26 18:00:00,1269.88956,1265.09211,4.79745,-0.22991,0.37922,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 19:00:00,1267.03800,1270.92721,1271.31663,-0.38942,-0.03063,DEAD,2018-12-26 18:00:00,1269.88956,1265.09211,4.79745,-0.22455,0.37922,BULL,NONE,T3,SKIP,0.00,m30_dead_buy_view
2018-12-26 19:30:00,1266.43100,1270.02797,1270.94082,-0.91285,-0.07182,NONE,2018-12-26 18:00:00,1269.88956,1265.09211,4.79745,-0.27235,0.37922,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 20:00:00,1265.89200,1269.20077,1270.55245,-1.35167,-0.10638,NONE,2018-12-26 20:00:00,1269.28524,1265.22871,4.05653,-0.26734,0.32062,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 20:30:00,1266.12200,1268.58502,1270.21164,-1.62662,-0.12806,NONE,2018-12-26 20:00:00,1269.28524,1265.22871,4.05653,-0.24921,0.32062,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 21:00:00,1266.62000,1268.19202,1269.93536,-1.74335,-0.13728,NONE,2018-12-26 20:00:00,1269.28524,1265.22871,4.05653,-0.20998,0.32062,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 21:30:00,1266.86800,1267.92721,1269.69941,-1.77220,-0.13958,NONE,2018-12-26 20:00:00,1269.28524,1265.22871,4.05653,-0.19044,0.32062,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-26 23:30:00,1269.12000,1268.16577,1269.65484,-1.48907,-0.11728,NONE,2018-12-26 23:30:00,1269.58480,1265.65597,3.92883,-0.03661,0.31042,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-27 00:00:00,1269.30600,1268.39382,1269.62801,-1.23419,-0.09721,NONE,2018-12-26 23:30:00,1269.58480,1265.65597,3.92883,-0.02196,0.31042,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-27 00:30:00,1270.41000,1268.79705,1269.68816,-0.89111,-0.07018,NONE,2018-12-26 23:30:00,1269.58480,1265.65597,3.92883,0.06500,0.31042,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-27 01:00:00,1270.78300,1269.19424,1269.77238,-0.57814,-0.04553,NONE,2018-12-26 23:30:00,1269.58480,1265.65597,3.92883,0.09438,0.31042,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-27 01:30:00,1270.54100,1269.46359,1269.83150,-0.36791,-0.02897,NONE,2018-12-27 01:30:00,1269.67244,1265.99189,3.68054,0.06841,0.29072,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-27 02:00:00,1270.25900,1269.62268,1269.86439,-0.24171,-0.01903,NONE,2018-12-27 01:30:00,1269.67244,1265.99189,3.68054,0.04620,0.29072,BULL,NONE,T3,SKIP,0.00,no_m30_cross
2018-12-27 02:30:00,1270.02900,1269.70394,1269.87705,-0.17311,-0.01363,NONE,2018-12-27 01:30:00,1269.67244,1265.99189,3.68054,0.02808,0.29072,BULL,NONE,T3,SKIP,0.00,no_m30_cross
